headword	pos	band	source	note
relax	v	1	defining	votes 3
relief	n	1	defining	votes 1
religion	n	1	defining	votes 3
religious	adj	1	defining	votes 2
remain	v	1	defining	votes 2
remember	v	1	defining	votes 3
remind	v	1	defining	votes 1
remove	v	1	defining	votes 2
rent	n	1	defining	votes 1
repair	n	1	defining	votes 2
repair	v	1	defining	votes 2
repeat	v	1	defining	votes 2
reply	v	1	defining	votes 2
report	n	1	defining	votes 1
represent	v	1	defining	votes 2
representative	n	1	defining	votes 1
reptile	n	1	defining	votes 2
republic	n	1	defining	votes 1
require	v	1	defining	votes 1
rescue	n	1	defining	votes 2
rescue	v	1	defining	votes 2
research	n	1	defining	votes 3
research	v	1	defining	votes 2
respect	n	1	defining	votes 2
respect	v	1	defining	votes 3
rest	n	1	defining	votes 3
rest	v	1	defining	votes 3
restaurant	n	1	defining	votes 1
result	n	1	defining	votes 3
result	v	1	defining	votes 2
result in	phrv	1	defining	votes 1
retire	v	1	defining	votes 2
retirement	n	1	defining	votes 1
return	v	1	defining	votes 2
rhythm	n	1	defining	votes 2
rice	n	1	defining	votes 2
rich	adj	1	defining	votes 2
ride	n	1	defining	votes 3
ride	v	1	defining	votes 3
right	adj	1	defining	votes 3
right	adv	1	defining	votes 3
right	n	1	defining	votes 3
ring	n	1	defining	votes 3
ring	v	1	defining	votes 2
ripe	adj	1	defining	votes 3
rise	v	1	defining	votes 3
risk	n	1	defining	votes 3
river	n	1	defining	votes 2
road	n	1	defining	votes 3
roast	v	1	defining	votes 2
rob	v	1	defining	votes 1
rock	n	1	defining	votes 3
roll	v	1	defining	votes 2
roof	n	1	defining	votes 2
room	n	1	defining	votes 2
root	n	1	defining	votes 3
rope	n	1	defining	votes 2
rot	v	1	defining	votes 2
rough	adj	1	defining	votes 3
round	adj	1	defining	votes 3
route	n	1	defining	votes 3
routine	n	1	defining	votes 3
rub	v	1	defining	votes 2
rubber	n	1	defining	votes 2
rude	adj	1	defining	votes 3
rug	n	1	defining	votes 1
ruin	n	1	defining	votes 1
rule	n	1	defining	votes 3
rule	v	1	defining	votes 3
run	v	1	defining	votes 3
run away	phrv	1	defining	votes 1
run out	phrv	1	defining	votes 3
sad	adj	1	defining	votes 3
safe	adj	1	defining	votes 3
safely	adv	1	defining	votes 1
safety	n	1	defining	votes 2
sail	n	1	defining	votes 2
sail	v	1	defining	votes 2
salary	n	1	defining	votes 2
sale	n	1	defining	votes 2
salt	n	1	defining	votes 3
salty	adj	1	defining	votes 3
same	adj	1	defining	votes 3
sand	n	1	defining	votes 3
satisfaction	n	1	defining	votes 2
satisfied	adj	1	defining	votes 1
satisfy	v	1	defining	votes 1
sauce	n	1	defining	votes 1
save	v	1	defining	votes 2
say	v	1	defining	votes 3
scale	n	1	defining	votes 2
scar	n	1	defining	votes 1
scarcely	adv	1	defining	votes 2
scene	n	1	defining	votes 1
scent	n	1	defining	votes 2
schedule	n	1	defining	votes 1
school	n	1	defining	votes 3
science	n	1	defining	votes 2
scientific	adj	1	defining	votes 2
scissors	n	1	defining	votes 1
score	n	1	defining	votes 3
score	v	1	defining	votes 3
scratch	n	1	defining	votes 1
screen	n	1	defining	votes 2
sea	n	1	defining	votes 3
search	n	1	defining	votes 1
season	n	1	defining	votes 3
seat	n	1	defining	votes 2
sec.	abbr	1	defining	votes 2
second	adj	1	defining	votes 3
second	n	1	defining	votes 3
second	num	1	defining	votes 2
secret	adj	1	defining	votes 1
secure	adj	1	defining	votes 2
security	n	1	defining	votes 2
see	v	1	defining	votes 2
seed	n	1	defining	votes 2
seem	v	1	defining	votes 3
seldom	adv	1	defining	votes 1
self-	comb	1	defining	votes 1
selfish	adj	1	defining	votes 3
sell	v	1	defining	votes 3
seller	n	1	defining	votes 1
semi-	prefix	1	defining	votes 1
send	v	1	defining	votes 2
sense	n	1	defining	votes 3
sense	v	1	defining	votes 2
sensible	adj	1	defining	votes 1
sensitive	adj	1	defining	votes 1
sentence	n	1	defining	votes 3
sentence	v	1	defining	votes 2
separate	adj	1	defining	votes 1
serious	adj	1	defining	votes 3
seriously	adv	1	defining	votes 2
serve	v	1	defining	votes 3
server	n	1	defining	votes 1
service	n	1	defining	votes 2
set	v	1	defining	votes 3
set off	phrv	1	defining	votes 1
set up	phrv	1	defining	votes 3
seven	num	1	defining	votes 3
several	det	1	defining	votes 1
sew	v	1	defining	votes 1
sex	n	1	defining	votes 2
shade	n	1	defining	votes 2
shadow	n	1	defining	votes 2
shake	n	1	defining	votes 1
shall	modal	1	defining	votes 2
shallow	adj	1	defining	votes 3
shame	n	1	defining	votes 3
shampoo	n	1	defining	votes 2
shape	n	1	defining	votes 3
shape	v	1	defining	votes 2
share	v	1	defining	votes 2
sharp	adj	1	defining	votes 3
shave	v	1	defining	votes 2
she	pron	1	defining	votes 3
sheep	n	1	defining	votes 2
sheet	n	1	defining	votes 1
shelf	n	1	defining	votes 2
shell	n	1	defining	votes 1
shh	interj	1	defining	votes 2
shine	v	1	defining	votes 3
ship	n	1	defining	votes 3
shirt	n	1	defining	votes 3
shock	n	1	defining	votes 2
shock	v	1	defining	votes 2
shoe	n	1	defining	votes 3
shop	n	1	defining	votes 3
shop	v	1	defining	votes 2
shore	n	1	defining	votes 2
short	adj	1	defining	votes 3
should	modal	1	defining	votes 2
shoulder	n	1	defining	votes 2
shout	v	1	defining	votes 2
show	n	1	defining	votes 3
show	v	1	defining	votes 3
show up	phrv	1	defining	votes 3
shower	n	1	defining	votes 2
shrink	v	1	defining	votes 2
shut	v	1	defining	votes 1
shut up	phrv	1	defining	votes 1
shy	adj	1	defining	votes 3
sick	adj	1	defining	votes 3
sickness	n	1	defining	votes 2
side	n	1	defining	votes 3
sidewalk	n	1	defining	votes 1
sight	n	1	defining	votes 2
sign	n	1	defining	votes 3
silence	n	1	defining	votes 2
silent	adj	1	defining	votes 1
silk	n	1	defining	votes 1
silly	adj	1	defining	votes 3
silver	adj	1	defining	votes 1
similar	adj	1	defining	votes 3
similarity	n	1	defining	votes 1
similarly	adv	1	defining	votes 1
simple	adj	1	defining	votes 2
simply	adv	1	defining	votes 3
since	conj	1	defining	votes 3
since	prep	1	defining	votes 3
sing	v	1	defining	votes 3
single	adj	1	defining	votes 3
singular	n	1	defining	votes 1
sink	n	1	defining	votes 2
sister	n	1	defining	votes 3
sit	v	1	defining	votes 3
sit down	phrv	1	defining	votes 3
situation	n	1	defining	votes 2
six	num	1	defining	votes 3
size	n	1	defining	votes 3
skill	n	1	defining	votes 3
skilled	adj	1	defining	votes 1
skin	n	1	defining	votes 3
skirt	n	1	defining	votes 2
sky	n	1	defining	votes 2
sleep	n	1	defining	votes 3
sleep	v	1	defining	votes 3
slice	v	1	defining	votes 1
slide	v	1	defining	votes 2
slim	adj	1	defining	votes 1
slippery	adj	1	defining	votes 1
slow	adj	1	defining	votes 3
slow down	phrv	1	defining	votes 2
slowly	adv	1	defining	votes 3
small	adj	1	defining	votes 3
smart	adj	1	defining	votes 3
smash	v	1	defining	votes 1
smell	n	1	defining	votes 2
smell	v	1	defining	votes 2
smile	n	1	defining	votes 1
smoke	n	1	defining	votes 3
smooth	adj	1	defining	votes 3
snack	n	1	defining	votes 1
snake	n	1	defining	votes 1
sneeze	v	1	defining	votes 2
snow	n	1	defining	votes 2
snow	v	1	defining	votes 2
so	adv	1	defining	votes 3
so	conj	1	defining	votes 3
soap	n	1	defining	votes 3
social	adj	1	defining	votes 3
society	n	1	defining	votes 3
sock	n	1	defining	votes 3
socket	n	1	defining	votes 1
sofa	n	1	defining	votes 1
soft	adj	1	defining	votes 3
software	n	1	defining	votes 1
soil	n	1	defining	votes 3
soldier	n	1	defining	votes 2
solid	adj	1	defining	votes 3
solid	n	1	defining	votes 3
solution	n	1	defining	votes 3
solve	v	1	defining	votes 3
some	det	1	defining	votes 3
some	pron	1	defining	votes 2
somebody	pron	1	defining	votes 1
someone	pron	1	defining	votes 3
something	pron	1	defining	votes 3
sometimes	adv	1	defining	votes 3
somewhere	adv	1	defining	votes 2
son	n	1	defining	votes 3
song	n	1	defining	votes 3
soon	adv	1	defining	votes 3
sorrow	n	1	defining	votes 2
sorry	adj	1	defining	votes 2
sorry	interj	1	defining	votes 3
sort	n	1	defining	votes 1
soul	n	1	defining	votes 1
sound	n	1	defining	votes 3
sound	v	1	defining	votes 2
soup	n	1	defining	votes 2
sour	adj	1	defining	votes 3
sow	v	1	defining	votes 2
space	n	1	defining	votes 3
spark	n	1	defining	votes 1
speak	v	1	defining	votes 3
speaker	n	1	defining	votes 1
special	adj	1	defining	votes 2
specially	adv	1	defining	votes 1
specific	adj	1	defining	votes 1
speech	n	1	defining	votes 1
speed	n	1	defining	votes 3
speed up	phrv	1	defining	votes 1
spell	v	1	defining	votes 2
spelling	n	1	defining	votes 2
spend	v	1	defining	votes 2
spice	n	1	defining	votes 1
spicy	adj	1	defining	votes 1
spill	v	1	defining	votes 1
spirit	n	1	defining	votes 1
spiritual	adj	1	defining	votes 1
split	v	1	defining	votes 2
split up	phrv	1	defining	votes 1
spoken	adj	1	defining	votes 1
spoon	n	1	defining	votes 3
sport	n	1	defining	votes 3
spread	n	1	defining	votes 1
spring	n	1	defining	votes 3
square	adj	1	defining	votes 3
square	n	1	defining	votes 3
staff	n	1	defining	votes 2
stage	n	1	defining	votes 3
stairs	n	1	defining	votes 2
stand	v	1	defining	votes 3
stand for	phrv	1	defining	votes 1
stand up	phrv	1	defining	votes 3
standard	n	1	defining	votes 1
star	n	1	defining	votes 2
start	v	1	defining	votes 3
start over	phrv	1	defining	votes 1
state	n	1	defining	votes 3
statement	n	1	defining	votes 1
station	n	1	defining	votes 3
stay	v	1	defining	votes 3
steal	v	1	defining	votes 2
steam	n	1	defining	votes 3
steep	adj	1	defining	votes 2
stem	n	1	defining	votes 1
step	n	1	defining	votes 1
stepdaughter	n	1	defining	votes 2
stepfather	n	1	defining	votes 2
stepmother	n	1	defining	votes 2
stepson	n	1	defining	votes 2
stick	v	1	defining	votes 1
sticky	adj	1	defining	votes 2
stiff	adj	1	defining	votes 3
still	adv	1	defining	votes 3
stir	v	1	defining	votes 1
stomach	n	1	defining	votes 3
stone	n	1	defining	votes 3
stop	n	1	defining	votes 3
stop	v	1	defining	votes 3
store	n	1	defining	votes 2
storm	n	1	defining	votes 2
story	n	1	defining	votes 3
stove	n	1	defining	votes 3
straight	adj	1	defining	votes 3
straight	adv	1	defining	votes 2
strange	adj	1	defining	votes 2
strangely	adv	1	defining	votes 1
stranger	n	1	defining	votes 3
straw	n	1	defining	votes 1
stream	n	1	defining	votes 2
street	n	1	defining	votes 3
strength	n	1	defining	votes 3
strengthen	v	1	defining	votes 1
stress	n	1	defining	votes 1
stretch	v	1	defining	votes 3
strict	adj	1	defining	votes 1
strike	n	1	defining	votes 1
string	n	1	defining	votes 2
strip	v	1	defining	votes 1
stroke	n	1	defining	votes 1
strong	adj	1	defining	votes 3
strongly	adv	1	defining	votes 2
structure	n	1	defining	votes 1
student	n	1	defining	votes 2
study	n	1	defining	votes 2
study	v	1	defining	votes 3
stuff	n	1	defining	votes 1
stupid	adj	1	defining	votes 3
style	n	1	defining	votes 3
sub-	prefix	1	defining	votes 2
subject	n	1	defining	votes 3
substance	n	1	defining	votes 3
subtract	v	1	defining	votes 1
success	n	1	defining	votes 2
such	det	1	defining	votes 2
such as	prep	1	defining	votes 1
sudden	adj	1	defining	votes 2
suddenly	adv	1	defining	votes 2
suffer	v	1	defining	votes 1
sugar	n	1	defining	votes 3
suggest	v	1	defining	votes 1
suggestion	n	1	defining	votes 1
suit	n	1	defining	votes 2
suitable	adj	1	defining	votes 1
summer	n	1	defining	votes 3
sun	n	1	defining	votes 2
super-	prefix	1	defining	votes 2
supper	n	1	defining	votes 1
supply	n	1	defining	votes 2
supply	v	1	defining	votes 2
support	n	1	defining	votes 2
support	v	1	defining	votes 2
suppose	v	1	defining	votes 3
sure	adj	1	defining	votes 3
surely	adv	1	defining	votes 2
surface	n	1	defining	votes 2
surgery	n	1	defining	votes 1
surprise	n	1	defining	votes 3
surprise	v	1	defining	votes 3
surprised	adj	1	defining	votes 1
survival	n	1	defining	votes 1
survive	v	1	defining	votes 1
suspect	v	1	defining	votes 1
suspicion	n	1	defining	votes 1
swallow	v	1	defining	votes 3
sweat	n	1	defining	votes 2
sweep	v	1	defining	votes 2
sweet	adj	1	defining	votes 3
swell	v	1	defining	votes 1
swim	v	1	defining	votes 3
switch	n	1	defining	votes 1
symbol	n	1	defining	votes 2
symptom	n	1	defining	votes 2
system	n	1	defining	votes 3
table	n	1	defining	votes 3
tail	n	1	defining	votes 2
take	v	1	defining	votes 3
take apart	phrv	1	defining	votes 1
take away	phrv	1	defining	votes 1
take back	phrv	1	defining	votes 1
take off	phrv	1	defining	votes 3
take over	phrv	1	defining	votes 2
take place	phrv	1	defining	votes 1
take up	phrv	1	defining	votes 2
talent	n	1	defining	votes 2
talk	n	1	defining	votes 2
talk	v	1	defining	votes 3
tall	adj	1	defining	votes 3
tame	adj	1	defining	votes 2
tap	n	1	defining	votes 1
task	n	1	defining	votes 1
taste	n	1	defining	votes 3
taste	v	1	defining	votes 3
tax	n	1	defining	votes 3
tax	v	1	defining	votes 2
taxi	n	1	defining	votes 2
tea	n	1	defining	votes 2
teach	v	1	defining	votes 3
teacher	n	1	defining	votes 2
team	n	1	defining	votes 3
tear	n	1	defining	votes 3
tear	v	1	defining	votes 3
technology	n	1	defining	votes 1
teenager	n	1	defining	votes 1
tel.	abbr	1	defining	votes 2
tele-	comb	1	defining	votes 2
telephone	n	1	defining	votes 1
television	n	1	defining	votes 2
tell	v	1	defining	votes 3
temper	n	1	defining	votes 2
temperature	n	1	defining	votes 3
temple	n	1	defining	votes 2
temporary	adj	1	defining	votes 1
ten	num	1	defining	votes 3
tense	n	1	defining	votes 1
term	n	1	defining	votes 1
terrible	adj	1	defining	votes 1
terribly	adv	1	defining	votes 1
test	n	1	defining	votes 2
test	v	1	defining	votes 2
text	n	1	defining	votes 2
texture	n	1	defining	votes 1
than	conj	1	defining	votes 3
thank you	phr	1	defining	votes 3
thankful	adj	1	defining	votes 2
thanks	interj	1	defining	votes 1
that	conj	1	defining	votes 3
that	det	1	defining	votes 3
that	pron	1	defining	votes 3
the	det	1	defining	votes 3
theater	n	1	defining	votes 1
theft	n	1	defining	votes 1
their	det	1	defining	votes 2
theirs	pron	1	defining	votes 1
them	pron	1	defining	votes 2
themselves	pron	1	defining	votes 1
then	adv	1	defining	votes 3
theory	n	1	defining	votes 2
there	adv	1	defining	votes 3
therefore	adv	1	defining	votes 2
these	det	1	defining	votes 1
they	pron	1	defining	votes 3
thick	adj	1	defining	votes 3
thief	n	1	defining	votes 1
thin	adj	1	defining	votes 3
thing	n	1	defining	votes 3
think	v	1	defining	votes 3
think about	phrv	1	defining	votes 1
think of	phrv	1	defining	votes 1
third	adj	1	defining	votes 3
thirsty	adj	1	defining	votes 2
this	det	1	defining	votes 3
this	pron	1	defining	votes 3
those	det	1	defining	votes 1
though	conj	1	defining	votes 3
thought	n	1	defining	votes 3
thousand	num	1	defining	votes 3
threat	n	1	defining	votes 1
threaten	v	1	defining	votes 1
three	num	1	defining	votes 3
throat	n	1	defining	votes 1
through	adv	1	defining	votes 2
through	prep	1	defining	votes 3
throughout	prep	1	defining	votes 3
throw	v	1	defining	votes 3
throw away	phrv	1	defining	votes 3
thunder	n	1	defining	votes 1
thus	adv	1	defining	votes 1
ticket	n	1	defining	votes 2
tidy	adj	1	defining	votes 2
tidy	v	1	defining	votes 2
tie	n	1	defining	votes 2
tie	v	1	defining	votes 3
tight	adj	1	defining	votes 3
time	n	1	defining	votes 3
tip	n	1	defining	votes 2
tire	v	1	defining	votes 1
tired	adj	1	defining	votes 3
tissue	n	1	defining	votes 1
title	n	1	defining	votes 2
to	prep	1	defining	votes 3
today	adv	1	defining	votes 3
today	n	1	defining	votes 2
toe	n	1	defining	votes 2
together	adv	1	defining	votes 3
toilet	n	1	defining	votes 2
tomorrow	adv	1	defining	votes 3
tomorrow	n	1	defining	votes 2
tone	n	1	defining	votes 2
tongue	n	1	defining	votes 3
too	adv	1	defining	votes 3
tool	n	1	defining	votes 1
tooth	n	1	defining	votes 3
toothbrush	n	1	defining	votes 2
toothpaste	n	1	defining	votes 2
top	n	1	defining	votes 3
topic	n	1	defining	votes 1
total	adj	1	defining	votes 3
total	n	1	defining	votes 3
totally	adv	1	defining	votes 1
touch	n	1	defining	votes 2
touch	v	1	defining	votes 3
tough	adj	1	defining	votes 1
tour	n	1	defining	votes 2
toward	prep	1	defining	votes 3
towards	prep	1	defining	votes 2
towel	n	1	defining	votes 3
tower	n	1	defining	votes 1
town	n	1	defining	votes 2
toy	n	1	defining	votes 3
track	n	1	defining	votes 3
trade	n	1	defining	votes 2
trade	v	1	defining	votes 2
traffic	n	1	defining	votes 3
train	n	1	defining	votes 3
train	v	1	defining	votes 2
training	n	1	defining	votes 1
trans-	prefix	1	defining	votes 2
translate	v	1	defining	votes 1
transport	n	1	defining	votes 3
transport	v	1	defining	votes 3
trap	n	1	defining	votes 1
travel	n	1	defining	votes 3
travel	v	1	defining	votes 3
treat	v	1	defining	votes 3
treatment	n	1	defining	votes 3
treaty	n	1	defining	votes 2
tree	n	1	defining	votes 3
trial	n	1	defining	votes 2
trick	n	1	defining	votes 1
trip	n	1	defining	votes 3
trouble	n	1	defining	votes 1
truck	n	1	defining	votes 1
true	adj	1	defining	votes 3
truly	adv	1	defining	votes 1
trust	n	1	defining	votes 3
trust	v	1	defining	votes 3
truth	n	1	defining	votes 3
try	v	1	defining	votes 3
try on	phrv	1	defining	votes 2
tune	n	1	defining	votes 2
tunnel	n	1	defining	votes 1
turn	n	1	defining	votes 2
turn	v	1	defining	votes 3
turn down	phrv	1	defining	votes 1
turn into	phrv	1	defining	votes 1
turn off	phrv	1	defining	votes 3
turn on	phrv	1	defining	votes 3
turn over	phrv	1	defining	votes 1
turn up	phrv	1	defining	votes 1
tv	abbr	1	defining	votes 2
twice	adv	1	defining	votes 3
twin	n	1	defining	votes 1
twist	n	1	defining	votes 1
two	num	1	defining	votes 3
type	n	1	defining	votes 3
typical	adj	1	defining	votes 1
ugly	adj	1	defining	votes 3
uh	interj	1	defining	votes 2
um	interj	1	defining	votes 2
umbrella	n	1	defining	votes 2
un-	prefix	1	defining	votes 2
unable	adj	1	defining	votes 2
uncle	n	1	defining	votes 3
under	adv	1	defining	votes 3
under	prep	1	defining	votes 3
under-	prefix	1	defining	votes 2
understand	v	1	defining	votes 3
underwear	n	1	defining	votes 1
unfair	adj	1	defining	votes 1
unfortunately	adv	1	defining	votes 1
unfriendly	adj	1	defining	votes 2
uniform	n	1	defining	votes 1
unit	n	1	defining	votes 2
university	n	1	defining	votes 1
unless	conj	1	defining	votes 3
unlikely	adj	1	defining	votes 1
unlock	v	1	defining	votes 1
unpack	v	1	defining	votes 2
until	conj	1	defining	votes 3
until	prep	1	defining	votes 3
up	adv	1	defining	votes 3
up	prep	1	defining	votes 3
upload	n	1	defining	votes 1
upon	prep	1	defining	votes 2
upset	adj	1	defining	votes 3
upset	v	1	defining	votes 2
upstairs	adv	1	defining	votes 1
us	pron	1	defining	votes 2
use	n	1	defining	votes 2
use	v	1	defining	votes 2
use up	phrv	1	defining	votes 2
used	adj	1	defining	votes 1
used to	modal	1	defining	votes 1
useful	adj	1	defining	votes 2
useless	adj	1	defining	votes 1
user	n	1	defining	votes 1
usual	adj	1	defining	votes 3
usually	adv	1	defining	votes 3
valley	n	1	defining	votes 2
value	n	1	defining	votes 3
vegetable	n	1	defining	votes 3
vehicle	n	1	defining	votes 3
vein	n	1	defining	votes 1
verb	n	1	defining	votes 1
very	adv	1	defining	votes 3
via	prep	1	defining	votes 2
victim	n	1	defining	votes 1
video	n	1	defining	votes 1
view	n	1	defining	votes 2
village	n	1	defining	votes 1
violence	n	1	defining	votes 3
violent	adj	1	defining	votes 3
virus	n	1	defining	votes 1
visible	adj	1	defining	votes 1
visit	n	1	defining	votes 2
visit	v	1	defining	votes 3
voice	n	1	defining	votes 3
volume	n	1	defining	votes 2
vote	n	1	defining	votes 3
vote	v	1	defining	votes 3
vs.	abbr	1	defining	votes 2
wage	n	1	defining	votes 2
wait	v	1	defining	votes 1
wait for	phrv	1	defining	votes 2
wake	v	1	defining	votes 3
wake up	phrv	1	defining	votes 3
walk	n	1	defining	votes 3
walk	v	1	defining	votes 3
wall	n	1	defining	votes 3
wallet	n	1	defining	votes 3
want	v	1	defining	votes 3
war	n	1	defining	votes 3
warm	adj	1	defining	votes 3
warm	v	1	defining	votes 2
warn	v	1	defining	votes 2
warning	n	1	defining	votes 2
wash	n	1	defining	votes 2
wash	v	1	defining	votes 3
wash up	phrv	1	defining	votes 1
washing machine	n	1	defining	votes 1
waste	n	1	defining	votes 2
watch	n	1	defining	votes 3
watch	v	1	defining	votes 3
watch out	phrv	1	defining	votes 2
water	n	1	defining	votes 3
water	v	1	defining	votes 2
waterfall	n	1	defining	votes 1
wave	n	1	defining	votes 2
wax	n	1	defining	votes 2
way	n	1	defining	votes 3
we	pron	1	defining	votes 3
weak	adj	1	defining	votes 3
weaken	v	1	defining	votes 1
weakness	n	1	defining	votes 3
wealth	n	1	defining	votes 1
wealthy	adj	1	defining	votes 1
weapon	n	1	defining	votes 2
wear	v	1	defining	votes 3
weather	n	1	defining	votes 2
web	n	1	defining	votes 1
website	n	1	defining	votes 1
wedding	n	1	defining	votes 2
weed	n	1	defining	votes 2
weed	v	1	defining	votes 2
week	n	1	defining	votes 3
weekend	n	1	defining	votes 2
weekly	adj	1	defining	votes 2
weigh	v	1	defining	votes 3
weight	n	1	defining	votes 3
welcome	interj	1	defining	votes 3
well	adj	1	defining	votes 2
well	adv	1	defining	votes 3
well	interj	1	defining	votes 2
wet	adj	1	defining	votes 3
what	det	1	defining	votes 3
what	pron	1	defining	votes 3
whatever	det	1	defining	votes 1
wheat	n	1	defining	votes 2
wheel	n	1	defining	votes 3
wheelchair	n	1	defining	votes 2
when	adv	1	defining	votes 3
when	conj	1	defining	votes 3
where	adv	1	defining	votes 3
where	conj	1	defining	votes 3
whereas	conj	1	defining	votes 3
whether	conj	1	defining	votes 3
which	det	1	defining	votes 3
which	pron	1	defining	votes 3
while	conj	1	defining	votes 3
whisper	v	1	defining	votes 2
white	adj	1	defining	votes 2
who	pron	1	defining	votes 3
whole	adj	1	defining	votes 3
whole	n	1	defining	votes 2
whom	pron	1	defining	votes 3
whose	det	1	defining	votes 3
whose	pron	1	defining	votes 3
why	adv	1	defining	votes 3
wide	adj	1	defining	votes 3
widely	adv	1	defining	votes 1
widow	n	1	defining	votes 1
width	n	1	defining	votes 3
wife	n	1	defining	votes 3
wild	adj	1	defining	votes 3
will	modal	1	defining	votes 3
win	v	1	defining	votes 3
wind	n	1	defining	votes 2
window	n	1	defining	votes 2
wine	n	1	defining	votes 2
wing	n	1	defining	votes 2
winner	n	1	defining	votes 1
winter	n	1	defining	votes 3
wipe	v	1	defining	votes 2
wire	n	1	defining	votes 2
wisdom	n	1	defining	votes 1
wise	adj	1	defining	votes 3
wish	n	1	defining	votes 2
wish	v	1	defining	votes 2
with	prep	1	defining	votes 3
within	prep	1	defining	votes 3
without	prep	1	defining	votes 3
witness	n	1	defining	votes 1
woman	n	1	defining	votes 3
wonder	v	1	defining	votes 1
wonderful	adj	1	defining	votes 1
wood	n	1	defining	votes 3
wool	n	1	defining	votes 2
word	n	1	defining	votes 2
work	n	1	defining	votes 3
work	v	1	defining	votes 3
work out	phrv	1	defining	votes 3
worker	n	1	defining	votes 2
world	n	1	defining	votes 2
worm	n	1	defining	votes 2
worn	adj	1	defining	votes 1
worried	adj	1	defining	votes 1
worry	n	1	defining	votes 3
worry	v	1	defining	votes 3
worth	adj	1	defining	votes 2
would	modal	1	defining	votes 2
wound	n	1	defining	votes 3
wound	v	1	defining	votes 2
wow	interj	1	defining	votes 3
wrap	v	1	defining	votes 2
write	v	1	defining	votes 3
write down	phrv	1	defining	votes 3
writer	n	1	defining	votes 1
written	adj	1	defining	votes 1
wrong	adj	1	defining	votes 3
wrongly	adv	1	defining	votes 1
yard	n	1	defining	votes 3
year	n	1	defining	votes 3
yearly	adj	1	defining	votes 2
yellow	adj	1	defining	votes 2
yes	adv	1	defining	votes 2
yes	interj	1	defining	votes 2
yesterday	adv	1	defining	votes 3
yesterday	n	1	defining	votes 2
yet	adv	1	defining	votes 3
yet	conj	1	defining	votes 2
you	pron	1	defining	votes 3
young	adj	1	defining	votes 3
your	det	1	defining	votes 2
yours	pron	1	defining	votes 1
yourself	pron	1	defining	votes 1
youth	n	1	defining	votes 2
zero	num	1	defining	votes 2
zip	n	1	defining	votes 3
zip	v	1	defining	votes 3
