word	pos	votes	roles
landlord	n	2	wordlist-1,wordlist-2
landmark	n	2	wordlist-2,wordlist-3
landscape	n	3	wordlist-1,wordlist-2,wordlist-3
landslide	n	1	wordlist-2
lane	n	2	wordlist-1,wordlist-2
lanky	adj	1	wordlist-2
laptop	n	2	wordlist-1,wordlist-3
largely	adv	2	wordlist-1,wordlist-3
larva	n	1	wordlist-2
later	adv	1	wordlist-1
latest	adj	1	wordlist-3
latex	n	1	wordlist-2
latitude	n	1	wordlist-3
launch	v	1	wordlist-1
launderette	n	1	wordlist-3
laundry	n	2	wordlist-1,wordlist-2
lava	n	1	wordlist-2
law	n	1	wordlist-1
lawful	adj	1	wordlist-1
lawn	n	1	wordlist-2
lawsuit	n	1	wordlist-2
lawyer	n	1	wordlist-1
lay	v	3	wordlist-1,wordlist-2,wordlist-3
lay off	phrv	1	wordlist-2
layer	n	1	wordlist-1
layover	n	1	wordlist-2
lazy	adj	1	wordlist-1
lb.	abbr	1	wordlist-1
lcd	abbr	2	wordlist-2,wordlist-3
lead	v	2	wordlist-1,wordlist-3
lead on	v	1	wordlist-2
lead to	phrv	1	wordlist-2
leaf	n	1	wordlist-1
leaflet	n	1	wordlist-2
league	n	1	wordlist-3
leak	n	2	wordlist-1,wordlist-2
leak	v	2	wordlist-1,wordlist-2
leaky	adj	1	wordlist-1
lean	v	2	wordlist-1,wordlist-2
leap	n	1	wordlist-2
leap	v	1	wordlist-2
learn	v	1	wordlist-1
lease	n	2	wordlist-1,wordlist-2
lease	v	2	wordlist-1,wordlist-2
leather	adj	1	wordlist-1
leather	n	2	wordlist-1,wordlist-3
leave	v	1	wordlist-3
lecture	n	2	wordlist-1,wordlist-2
lecture	v	2	wordlist-1,wordlist-2
led	abbr	2	wordlist-2,wordlist-3
leftovers	n	2	wordlist-2,wordlist-3
legal	adj	1	wordlist-1
leggings	n	1	wordlist-3
legible	adj	1	wordlist-2
legislation	n	2	wordlist-1,wordlist-2
legislative	adj	1	wordlist-1
legitimate	adj	2	wordlist-2,wordlist-3
legitimately	adv	2	wordlist-2,wordlist-3
leisure	n	2	wordlist-2,wordlist-3
leisurely	adj	1	wordlist-2
lemon	n	1	wordlist-3
lend	v	1	wordlist-1
length	n	1	wordlist-3
lengthen	v	1	wordlist-3
lengthwise	adv	1	wordlist-2
lentil	n	1	wordlist-1
lesion	n	1	wordlist-3
lest	conj	3	wordlist-1,wordlist-2,wordlist-3
let	v	1	wordlist-3
let down	phrv	1	wordlist-3
lethargic	adj	1	wordlist-2
letter	n	1	wordlist-1
level	adj	1	wordlist-2
level	n	1	wordlist-2
level	v	1	wordlist-2
lever	n	2	wordlist-2,wordlist-3
lever	v	1	wordlist-2
levy	n	1	wordlist-2
levy	v	1	wordlist-2
liability	n	2	wordlist-1,wordlist-2
liberal	adj	2	wordlist-1,wordlist-2
library	n	2	wordlist-1,wordlist-3
licence	n	1	wordlist-1
lid	n	2	wordlist-1,wordlist-2
lie down	phrv	2	wordlist-1,wordlist-3
lifespan	n	1	wordlist-1
lifestyle	n	2	wordlist-1,wordlist-3
lifetime	n	1	wordlist-1
lift	n	1	wordlist-1
lift	v	1	wordlist-1
ligament	n	1	wordlist-3
light up	phrv	1	wordlist-1
lightning	n	3	wordlist-1,wordlist-2,wordlist-3
lightweight	adj	1	wordlist-1
likelihood	n	1	wordlist-1
likely	adj	1	wordlist-1
likely	adv	2	wordlist-1,wordlist-3
limb	n	1	wordlist-2
limited	adj	1	wordlist-1
line up	phrv	1	wordlist-1
lineage	n	1	wordlist-2
linen	n	3	wordlist-1,wordlist-2,wordlist-3
linger	v	1	wordlist-2
lingerie	n	2	wordlist-1,wordlist-2
lining	n	1	wordlist-3
link	n	2	wordlist-1,wordlist-3
link	v	2	wordlist-1,wordlist-3
lion	n	1	wordlist-3
lipstick	n	1	wordlist-2
liquid	n	1	wordlist-1
liquidate	v	1	wordlist-2
liquidity	n	1	wordlist-2
liquor	n	1	wordlist-3
listen	interj	1	wordlist-3
listen	v	1	wordlist-1
listener	n	1	wordlist-1
literacy	n	1	wordlist-2
literally	adv	1	wordlist-3
literary	adj	2	wordlist-1,wordlist-2
literate	adj	1	wordlist-2
literature	n	1	wordlist-2
litter	n	2	wordlist-2,wordlist-3
lively	adj	2	wordlist-1,wordlist-3
liver	n	2	wordlist-1,wordlist-2
livestock	n	2	wordlist-1,wordlist-2
lizard	n	1	wordlist-3
load	n	2	wordlist-1,wordlist-3
load	v	2	wordlist-1,wordlist-3
loaf	n	1	wordlist-2
loan	n	1	wordlist-1
loathe	v	1	wordlist-2
lobby	n	2	wordlist-1,wordlist-2
lobster	n	1	wordlist-3
local	adj	1	wordlist-1
location	n	1	wordlist-1
lock	n	1	wordlist-3
lock	v	1	wordlist-1
locksmith	n	1	wordlist-2
locomotive	n	1	wordlist-2
lodge	v	1	wordlist-2
loft	n	1	wordlist-2
log in	phrv	1	wordlist-1
log out	phrv	1	wordlist-1
logic	n	1	wordlist-3
logical	adj	2	wordlist-1,wordlist-3
login	n	2	wordlist-1,wordlist-3
login	v	1	wordlist-3
logistics	n	1	wordlist-2
logout	v	1	wordlist-3
lol	abbr	1	wordlist-3
loneliness	n	2	wordlist-1,wordlist-2
lonely	adj	1	wordlist-1
longevity	n	1	wordlist-2
longing	n	1	wordlist-2
longitude	n	1	wordlist-3
look	interj	1	wordlist-3
look	v	1	wordlist-3
look after	phrv	1	wordlist-3
look after	v	1	wordlist-2
look at	phrv	1	wordlist-3
look for	phrv	1	wordlist-3
look forward to	phrv	2	wordlist-1,wordlist-3
look into	phrv	1	wordlist-3
look out	phrv	1	wordlist-3
look over	phrv	1	wordlist-3
look up	phrv	2	wordlist-1,wordlist-3
look up to	v	1	wordlist-2
loom	v	1	wordlist-2
loose	adj	3	wordlist-1,wordlist-2,wordlist-3
loosen	v	1	wordlist-2
lorry	n	2	wordlist-1,wordlist-2
loss	n	2	wordlist-1,wordlist-3
lotion	n	2	wordlist-1,wordlist-2
lower	v	1	wordlist-1
loyal	adj	2	wordlist-1,wordlist-2
loyalty	n	2	wordlist-1,wordlist-2
ltd.	abbr	1	wordlist-1
lubricant	n	1	wordlist-2
lubricate	v	1	wordlist-2
lucrative	adj	1	wordlist-2
lug	v	1	wordlist-2
luggage	n	3	wordlist-1,wordlist-2,wordlist-3
lump	n	1	wordlist-3
lunar	adj	1	wordlist-3
lung	n	2	wordlist-1,wordlist-2
lush	adj	1	wordlist-3
lyrics	n	1	wordlist-2
machine	n	1	wordlist-1
macro-	comb	1	wordlist-2
magician	n	1	wordlist-2
magnificent	adj	1	wordlist-2
magnitude	n	2	wordlist-2,wordlist-3
main	adj	1	wordlist-1
main	n	1	wordlist-1
mainly	adv	2	wordlist-1,wordlist-3
maintain	v	1	wordlist-1
maintenance	n	1	wordlist-1
major	adj	3	wordlist-1,wordlist-2,wordlist-3
major	n	1	wordlist-1
majority	n	1	wordlist-1
majorly	adv	1	wordlist-3
make	v	1	wordlist-3
make out	phrv	2	wordlist-1,wordlist-3
make sense	phr	1	wordlist-2
make sure	phrv	1	wordlist-3
make up	phrv	1	wordlist-3
make up	v	1	wordlist-2
make up one's mind	phrv	1	wordlist-1
makeup	n	1	wordlist-1
malicious	adj	1	wordlist-2
malignant	adj	2	wordlist-2,wordlist-3
mall	n	3	wordlist-1,wordlist-2,wordlist-3
malleable	adj	1	wordlist-2
malware	n	1	wordlist-3
mammal	n	2	wordlist-1,wordlist-2
manage	v	1	wordlist-1
manager	n	1	wordlist-1
maneuver	n	1	wordlist-2
maneuver	v	1	wordlist-2
manhole	n	2	wordlist-2,wordlist-3
manicure	n	2	wordlist-1,wordlist-2
manifest	v	2	wordlist-2,wordlist-3
manifestation	n	1	wordlist-2
manner	n	1	wordlist-1
mannerism	n	1	wordlist-2
mansion	n	1	wordlist-2
mantelpiece	n	1	wordlist-2
manual	adj	2	wordlist-1,wordlist-3
manufacture	v	1	wordlist-1
manure	n	3	wordlist-1,wordlist-2,wordlist-3
manuscript	n	1	wordlist-2
many	pron	1	wordlist-3
marathon	n	1	wordlist-2
march	v	1	wordlist-1
marginal	adj	1	wordlist-2
marginally	adv	1	wordlist-2
marina	n	1	wordlist-3
marinate	v	3	wordlist-1,wordlist-2,wordlist-3
marine	adj	2	wordlist-2,wordlist-3
marital	adj	1	wordlist-2
market	n	2	wordlist-1,wordlist-3
marriage	n	1	wordlist-1
marry	v	1	wordlist-1
marsh	n	2	wordlist-2,wordlist-3
marvelous	adj	2	wordlist-2,wordlist-3
marvelously	adv	1	wordlist-3
mascara	n	1	wordlist-2
mash	v	1	wordlist-3
mask	n	2	wordlist-1,wordlist-3
mass	n	1	wordlist-3
massive	adj	1	wordlist-2
massively	adv	1	wordlist-2
match	n	1	wordlist-3
match	v	1	wordlist-1
mate	n	1	wordlist-2
mate	v	2	wordlist-2,wordlist-3
material	n	1	wordlist-1
maternal	adj	1	wordlist-2
maternity	adj	1	wordlist-2
maternity	n	1	wordlist-2
matrimony	n	1	wordlist-2
mattress	n	2	wordlist-1,wordlist-2
mature	adj	2	wordlist-1,wordlist-2
mature	v	1	wordlist-2
maturity	n	1	wordlist-2
max.	abbr	1	wordlist-1
maximal	adj	1	wordlist-3
maximise	v	1	wordlist-2
maximum	adj	1	wordlist-2
may	modal	1	wordlist-3
mayonnaise	n	1	wordlist-1
meadow	n	3	wordlist-1,wordlist-2,wordlist-3
meal	n	2	wordlist-1,wordlist-3
mean	v	1	wordlist-1
meaning	n	1	wordlist-1
meanwhile	adv	3	wordlist-1,wordlist-2,wordlist-3
measure	n	1	wordlist-1
measure	v	2	wordlist-1,wordlist-3
measurement	n	2	wordlist-1,wordlist-3
meat	n	1	wordlist-3
mechanic	n	1	wordlist-2
mechanical	adj	1	wordlist-3
medal	n	1	wordlist-3
medical	adj	1	wordlist-1
medication	n	1	wordlist-1
medicine	n	1	wordlist-1
meditate	v	1	wordlist-3
melancholy	adj	1	wordlist-2
melancholy	n	1	wordlist-2
melodrama	n	1	wordlist-2
melody	n	2	wordlist-1,wordlist-2
melt	v	2	wordlist-1,wordlist-2
membrane	n	1	wordlist-2
memoir	n	1	wordlist-2
memorial	n	1	wordlist-2
memorize	v	2	wordlist-1,wordlist-2
memory	n	1	wordlist-1
mend	v	2	wordlist-1,wordlist-2
mental	adj	1	wordlist-1
mention	v	1	wordlist-1
mentor	n	1	wordlist-2
mentor	v	1	wordlist-2
menu	n	2	wordlist-1,wordlist-3
merchandise	n	1	wordlist-2
merely	adv	1	wordlist-3
merger	n	1	wordlist-2
mess	n	1	wordlist-1
message	n	2	wordlist-1,wordlist-3
message	v	2	wordlist-1,wordlist-3
messy	adj	1	wordlist-1
metabolism	n	2	wordlist-2,wordlist-3
metal	n	1	wordlist-1
metaphor	n	1	wordlist-2
meteor	n	1	wordlist-3
meteorological	adj	1	wordlist-2
method	n	1	wordlist-1
methodology	n	1	wordlist-2
metric	adj	1	wordlist-2
metric	n	2	wordlist-2,wordlist-3
metropolis	n	1	wordlist-2
metropolitan	adj	2	wordlist-2,wordlist-3
micro-	comb	3	wordlist-1,wordlist-2,wordlist-3
microclimate	n	1	wordlist-3
microphone	n	1	wordlist-3
microwave	n	2	wordlist-1,wordlist-2
microwave	v	1	wordlist-2
middle-aged	adj	1	wordlist-1
midst	n	1	wordlist-2
midwife	n	1	wordlist-2
might	modal	1	wordlist-3
migraine	n	1	wordlist-3
migrate	v	2	wordlist-1,wordlist-2
migration	adj	1	wordlist-1
migration	n	2	wordlist-1,wordlist-2
mild	adj	3	wordlist-1,wordlist-2,wordlist-3
mileage	n	1	wordlist-2
milestone	n	2	wordlist-1,wordlist-2
militant	adj	1	wordlist-2
militant	n	1	wordlist-2
military	adj	1	wordlist-1
military	n	1	wordlist-1
milk	n	1	wordlist-3
milk	v	1	wordlist-3
millennium	n	1	wordlist-2
min.	abbr	1	wordlist-1
mince	v	1	wordlist-2
mind	n	1	wordlist-1
mindset	n	1	wordlist-3
mine	pron	1	wordlist-2
mineral	n	2	wordlist-2,wordlist-3
mini-	comb	1	wordlist-3
miniature	adj	1	wordlist-3
minimal	adj	1	wordlist-3
minimise	v	1	wordlist-2
minimum	adj	1	wordlist-2
miniskirt	n	1	wordlist-3
minister	n	1	wordlist-1
minor	adj	2	wordlist-2,wordlist-3
minor	n	1	wordlist-1
minority	n	1	wordlist-1
minorly	adv	1	wordlist-3
mint	n	1	wordlist-3
minus	prep	1	wordlist-3
minuscule	adj	1	wordlist-2
minute	adj	1	wordlist-2
mirror	n	1	wordlist-1
mis-	prefix	3	wordlist-1,wordlist-2,wordlist-3
misconception	n	1	wordlist-3
miserable	adj	2	wordlist-1,wordlist-2
misery	n	1	wordlist-2
misinterpret	v	1	wordlist-3
misplace	v	1	wordlist-1
missile	n	1	wordlist-2
mist	n	3	wordlist-1,wordlist-2,wordlist-3
mistake	n	1	wordlist-1
misty	adj	1	wordlist-2
misunderstand	v	2	wordlist-1,wordlist-3
mittens	n	1	wordlist-3
mix	v	2	wordlist-1,wordlist-3
mixture	n	1	wordlist-1
mo.	abbr	1	wordlist-1
mobile	adj	2	wordlist-2,wordlist-3
model	n	1	wordlist-1
moderate	adj	2	wordlist-2,wordlist-3
moderately	adv	2	wordlist-2,wordlist-3
modern	adj	2	wordlist-1,wordlist-3
modernly	adv	1	wordlist-3
modest	adj	3	wordlist-1,wordlist-2,wordlist-3
modesty	n	2	wordlist-1,wordlist-2
modification	n	1	wordlist-2
modify	v	1	wordlist-2
moist	adj	2	wordlist-2,wordlist-3
moisture	n	2	wordlist-1,wordlist-2
moisturize	v	1	wordlist-1
moisturizer	n	2	wordlist-1,wordlist-2
mole	n	1	wordlist-3
momentarily	adv	1	wordlist-2
momentary	adj	1	wordlist-2
monarchy	n	1	wordlist-2
monastery	n	1	wordlist-2
monetary	adj	1	wordlist-2
monetize	v	1	wordlist-2
monitor	n	1	wordlist-1
monitor	v	2	wordlist-1,wordlist-3
monkey	n	1	wordlist-3
mono-	comb	1	wordlist-3
mono-	prefix	1	wordlist-2
monologue	n	1	wordlist-2
monopolize	v	1	wordlist-2
monopoly	n	1	wordlist-2
monsoon	n	2	wordlist-2,wordlist-3
monthly	adj	1	wordlist-2
monthly	adv	1	wordlist-2
monument	n	2	wordlist-2,wordlist-3
mood	n	1	wordlist-1
moody	adj	1	wordlist-2
moonlight	n	1	wordlist-1
moor	n	1	wordlist-3
mop	n	2	wordlist-1,wordlist-2
mop	v	2	wordlist-1,wordlist-2
moral	adj	2	wordlist-1,wordlist-2
morality	n	1	wordlist-2
morbid	adj	1	wordlist-2
more	pron	1	wordlist-3
moreover	adv	2	wordlist-1,wordlist-2
mortgage	n	2	wordlist-1,wordlist-2
mortgage	v	1	wordlist-2
mosque	n	1	wordlist-2
moss	n	1	wordlist-2
most	pron	1	wordlist-3
mostly	adv	2	wordlist-1,wordlist-3
motel	n	2	wordlist-2,wordlist-3
moth	n	1	wordlist-3
motivation	n	1	wordlist-1
motive	n	2	wordlist-2,wordlist-3
motor	n	1	wordlist-3
motorcycle	n	1	wordlist-1
motorist	n	1	wordlist-1
motorway	n	2	wordlist-1,wordlist-2
mould	n	2	wordlist-1,wordlist-2
mould	v	2	wordlist-1,wordlist-2
moult	v	1	wordlist-2
mourn	v	1	wordlist-2
mourner	n	1	wordlist-2
mourning	n	1	wordlist-1
mouse	n	2	wordlist-1,wordlist-3
moustache	n	1	wordlist-1
mouthwash	n	1	wordlist-1
move	v	1	wordlist-3
move away	phrv	1	wordlist-1
move back	phrv	1	wordlist-1
move in	phrv	2	wordlist-1,wordlist-3
move out	phrv	2	wordlist-1,wordlist-3
move over	phrv	1	wordlist-1
movement	n	1	wordlist-1
movie	n	1	wordlist-3
mow	v	1	wordlist-2
mph	abbr	3	wordlist-1,wordlist-2,wordlist-3
mr.	abbr	1	wordlist-1
mrs.	abbr	1	wordlist-1
ms.	abbr	1	wordlist-1
msg	abbr	1	wordlist-1
mud	n	1	wordlist-1
muddy	adj	1	wordlist-2
muffle	v	1	wordlist-2
mug	n	3	wordlist-1,wordlist-2,wordlist-3
mulch	n	1	wordlist-3
mule	n	1	wordlist-3
multi-	prefix	3	wordlist-1,wordlist-2,wordlist-3
multilingual	adj	1	wordlist-2
multiply	v	1	wordlist-3
multistorey	adj	1	wordlist-2
mumble	v	1	wordlist-2
municipal	adj	3	wordlist-1,wordlist-2,wordlist-3
mural	n	1	wordlist-2
murder	n	1	wordlist-1
murder	v	1	wordlist-1
murmur	n	2	wordlist-1,wordlist-2
murmur	v	2	wordlist-1,wordlist-2
muscle	n	2	wordlist-1,wordlist-2
muscular	adj	2	wordlist-1,wordlist-2
museum	n	2	wordlist-1,wordlist-3
mushroom	n	1	wordlist-1
mushy	adj	1	wordlist-3
music	n	1	wordlist-3
musical	adj	1	wordlist-3
musician	n	1	wordlist-3
mussel	n	1	wordlist-3
must	modal	1	wordlist-3
mustard	n	1	wordlist-1
musty	adj	1	wordlist-1
mutter	v	1	wordlist-1
my pleasure	phr	2	wordlist-2,wordlist-3
n/a	abbr	1	wordlist-3
nail	n	1	wordlist-1
nail polish	n	1	wordlist-1
naive	adj	2	wordlist-2,wordlist-3
namely	adv	1	wordlist-2
nap	n	2	wordlist-1,wordlist-2
nap	v	2	wordlist-1,wordlist-2
napkin	n	3	wordlist-1,wordlist-2,wordlist-3
narrate	v	1	wordlist-2
narrative	adj	1	wordlist-2
narrative	n	1	wordlist-2
narrator	n	1	wordlist-2
narrow	adj	2	wordlist-1,wordlist-3
nation	n	1	wordlist-1
national	adj	1	wordlist-1
nationalize	v	1	wordlist-2
native	adj	2	wordlist-1,wordlist-2
natural	adj	1	wordlist-1
naturally	adv	2	wordlist-1,wordlist-3
nausea	n	3	wordlist-1,wordlist-2,wordlist-3
navigable	adj	1	wordlist-2
navigate	v	2	wordlist-1,wordlist-2
navigation	n	1	wordlist-2
navigator	n	1	wordlist-2
nearby	adj	1	wordlist-1
nearby	adv	2	wordlist-1,wordlist-2
nearly	adv	2	wordlist-1,wordlist-3
neat	adj	2	wordlist-1,wordlist-2
nebula	n	1	wordlist-3
necessarily	adv	1	wordlist-3
necessary	adj	1	wordlist-1
necklace	n	3	wordlist-1,wordlist-2,wordlist-3
need	modal	1	wordlist-3
need	n	1	wordlist-1
negative	adj	1	wordlist-1
neglect	n	2	wordlist-2,wordlist-3
neglect	v	2	wordlist-2,wordlist-3
negligible	adj	1	wordlist-2
negotiate	v	2	wordlist-1,wordlist-2
negotiation	n	2	wordlist-1,wordlist-2
neighborhood	n	1	wordlist-1
neighbourhood	n	3	wordlist-1,wordlist-2,wordlist-3
neither	det	1	wordlist-2
neither	pron	2	wordlist-2,wordlist-3
nerve	n	2	wordlist-1,wordlist-3
nervous	adj	1	wordlist-1
nest	n	3	wordlist-1,wordlist-2,wordlist-3
nest	v	2	wordlist-1,wordlist-2
network	n	2	wordlist-1,wordlist-3
neurology	n	1	wordlist-3
never mind	phr	2	wordlist-2,wordlist-3
nevertheless	adv	2	wordlist-1,wordlist-2
newborn	adj	2	wordlist-1,wordlist-2
newborn	n	2	wordlist-1,wordlist-2
newly	adv	1	wordlist-3
newlywed	n	1	wordlist-2
newsagent	n	1	wordlist-3
newsletter	n	1	wordlist-2
nightgown	n	1	wordlist-3
nightmare	n	1	wordlist-2
no	interj	1	wordlist-3
no one	pron	1	wordlist-3
no problem	phr	1	wordlist-3
no worries	phr	1	wordlist-2
no.	abbr	1	wordlist-1
nobody	pron	2	wordlist-2,wordlist-3
nocturnal	adj	1	wordlist-2
nod off	phrv	1	wordlist-2
noise	n	1	wordlist-1
noisy	adj	1	wordlist-1
non-	prefix	3	wordlist-1,wordlist-2,wordlist-3
non-fiction	n	1	wordlist-2
none	pron	2	wordlist-2,wordlist-3
nonetheless	adv	1	wordlist-2
nonprofit	adj	1	wordlist-2
noodle	n	2	wordlist-1,wordlist-3
normal	adj	2	wordlist-1,wordlist-3
normally	adv	2	wordlist-1,wordlist-3
northern	adj	1	wordlist-1
nostalgia	n	1	wordlist-2
notable	adj	1	wordlist-2
notably	adv	1	wordlist-2
notch	n	1	wordlist-2
notch	v	1	wordlist-2
note	n	1	wordlist-1
note	v	1	wordlist-1
noteworthy	adj	1	wordlist-3
nothing	pron	1	wordlist-3
notice	v	1	wordlist-1
notification	n	2	wordlist-1,wordlist-3
notion	n	2	wordlist-2,wordlist-3
notwithstanding	conj	1	wordlist-2
notwithstanding	prep	2	wordlist-2,wordlist-3
nought	num	1	wordlist-2
novel	adj	2	wordlist-2,wordlist-3
novel	n	2	wordlist-1,wordlist-3
novelly	adv	1	wordlist-3
novice	n	1	wordlist-2
now	interj	1	wordlist-3
nuisance	n	1	wordlist-2
numb	adj	3	wordlist-1,wordlist-2,wordlist-3
numb	v	1	wordlist-3
number plate	n	1	wordlist-1
numerical	adj	1	wordlist-2
nurse	n	1	wordlist-3
nursery	n	1	wordlist-1
nurture	n	1	wordlist-2
nurture	v	1	wordlist-2
nutmeg	n	1	wordlist-3
nutrition	n	3	wordlist-1,wordlist-2,wordlist-3
nutritious	adj	3	wordlist-1,wordlist-2,wordlist-3
nylon	n	1	wordlist-3
oasis	n	1	wordlist-3
oats	n	1	wordlist-3
obedient	adj	1	wordlist-2
obese	adj	1	wordlist-2
obesity	n	3	wordlist-1,wordlist-2,wordlist-3
objective	adj	2	wordlist-1,wordlist-2
objective	n	2	wordlist-1,wordlist-2
objectivity	n	1	wordlist-2
oblivious	adj	1	wordlist-3
observant	adj	1	wordlist-2
observation	n	1	wordlist-1
observe	v	1	wordlist-1
obsolete	adj	1	wordlist-2
obstacle	n	1	wordlist-2
obstinate	adj	1	wordlist-2
obvious	adj	2	wordlist-1,wordlist-3
obviously	adv	2	wordlist-1,wordlist-3
occasional	adj	2	wordlist-1,wordlist-2
occasionally	adv	2	wordlist-1,wordlist-2
occupation	n	2	wordlist-1,wordlist-2
occupational	adj	1	wordlist-2
occupy	v	2	wordlist-1,wordlist-2
occur	v	3	wordlist-1,wordlist-2,wordlist-3
occurrence	n	1	wordlist-2
ocean	n	1	wordlist-1
octopus	n	1	wordlist-3
odd	adj	2	wordlist-2,wordlist-3
oddly	adv	1	wordlist-2
odor	n	1	wordlist-1
odour	n	1	wordlist-2
offend	v	1	wordlist-1
offender	n	1	wordlist-2
offense	n	1	wordlist-2
offensive	adj	1	wordlist-2
offensive	n	1	wordlist-2
office	n	1	wordlist-1
official	adj	1	wordlist-1
official	n	1	wordlist-1
offline	adj	1	wordlist-3
offshore	adj	1	wordlist-3
offspring	n	1	wordlist-2
oh	interj	1	wordlist-3
oil	n	2	wordlist-1,wordlist-3
oily	adj	1	wordlist-2
ointment	n	2	wordlist-2,wordlist-3
ok	abbr	1	wordlist-3
okay	interj	1	wordlist-3
olive	n	1	wordlist-3
omelette	n	1	wordlist-3
omg	abbr	1	wordlist-3
on account of	prep	1	wordlist-2
on behalf of	prep	1	wordlist-2
once	conj	2	wordlist-1,wordlist-3
oncology	n	1	wordlist-3
one-way	adj	1	wordlist-1
oneself	pron	1	wordlist-2
onion	n	2	wordlist-1,wordlist-2
online	adj	2	wordlist-1,wordlist-3
online	adv	1	wordlist-1
onshore	adj	1	wordlist-3
oops	interj	2	wordlist-2,wordlist-3
opaque	adj	3	wordlist-1,wordlist-2,wordlist-3
open-plan	adj	1	wordlist-1
opera	n	1	wordlist-3
operate	v	3	wordlist-1,wordlist-2,wordlist-3
operating	adj	1	wordlist-3
operation	n	1	wordlist-1
opinion	n	1	wordlist-1
opinionated	adj	1	wordlist-3
opponent	n	1	wordlist-2
opportunity	n	1	wordlist-1
opposite	prep	2	wordlist-1,wordlist-3
opposition	adj	1	wordlist-1
opposition	n	1	wordlist-1
oppress	v	1	wordlist-2
oppression	n	1	wordlist-2
optician	n	1	wordlist-3
optimist	n	1	wordlist-2
optimistic	adj	2	wordlist-1,wordlist-2
optimize	v	1	wordlist-2
option	n	1	wordlist-1
optional	adj	1	wordlist-1
oral	adj	1	wordlist-3
orbit	n	1	wordlist-3
orchard	n	3	wordlist-1,wordlist-2,wordlist-3
orchestra	n	2	wordlist-2,wordlist-3
order	n	1	wordlist-1
order	v	1	wordlist-1
ordinarily	adv	1	wordlist-3
ordinary	adj	2	wordlist-1,wordlist-3
ore	n	2	wordlist-2,wordlist-3
organ	n	3	wordlist-1,wordlist-2,wordlist-3
organic	adj	3	wordlist-1,wordlist-2,wordlist-3
organic	n	1	wordlist-2
organization	n	1	wordlist-1
organize	v	1	wordlist-1
organized	adj	1	wordlist-1
orientation	n	1	wordlist-2
origami	n	1	wordlist-2
original	adj	2	wordlist-1,wordlist-3
originally	adv	2	wordlist-1,wordlist-3
orphan	n	2	wordlist-1,wordlist-2
orphan	v	1	wordlist-2
other	pron	1	wordlist-3
others	pron	1	wordlist-3
otherwise	adv	2	wordlist-1,wordlist-3
otter	n	1	wordlist-3
ouch	interj	2	wordlist-2,wordlist-3
ought	modal	1	wordlist-3
ours	pron	1	wordlist-2
out-	prefix	2	wordlist-1,wordlist-3
outbreak	n	2	wordlist-2,wordlist-3
outcome	n	2	wordlist-1,wordlist-2
outdated	adj	1	wordlist-2
outdoor	adj	1	wordlist-1
outdoors	adv	1	wordlist-2
outfit	n	3	wordlist-1,wordlist-2,wordlist-3
outgoing	adj	2	wordlist-1,wordlist-2
outlay	n	1	wordlist-2
outlet	n	2	wordlist-2,wordlist-3
outlook	n	1	wordlist-3
outskirts	n	2	wordlist-2,wordlist-3
outsource	v	1	wordlist-2
outstanding	adj	3	wordlist-1,wordlist-2,wordlist-3
outstandingly	adv	1	wordlist-3
outward	adj	1	wordlist-2
outwardly	adv	1	wordlist-2
outwards	adv	1	wordlist-2
oval	adj	1	wordlist-2
oval	n	1	wordlist-2
ovation	n	1	wordlist-2
oven	n	2	wordlist-1,wordlist-3
over-	prefix	3	wordlist-1,wordlist-2,wordlist-3
overall	adj	1	wordlist-1
overall	adv	1	wordlist-1
overcast	adj	2	wordlist-2,wordlist-3
overcoat	n	1	wordlist-3
overcome	v	1	wordlist-2
overcooked	adj	1	wordlist-1
overdose	n	1	wordlist-3
overdue	adj	1	wordlist-2
overflow	n	1	wordlist-2
overflow	v	2	wordlist-1,wordlist-2
overhead	n	1	wordlist-2
overheads	n	1	wordlist-2
overlook	v	1	wordlist-3
overly	adv	1	wordlist-3
overpass	n	2	wordlist-2,wordlist-3
overpriced	adj	1	wordlist-1
overseas	adj	2	wordlist-1,wordlist-2
overseas	adv	1	wordlist-2
oversee	v	1	wordlist-2
oversized	adj	1	wordlist-2
oversleep	v	1	wordlist-1
overspend	v	1	wordlist-2
overtake	v	2	wordlist-1,wordlist-2
overtime	n	2	wordlist-1,wordlist-2
overweight	adj	1	wordlist-1
overwhelm	v	1	wordlist-2
overwhelmed	adj	1	wordlist-2
owe	v	1	wordlist-1
owing to	prep	2	wordlist-1,wordlist-2
owner	n	1	wordlist-1
oxygen	n	1	wordlist-3
oyster	n	1	wordlist-3
oz.	abbr	1	wordlist-1
p.m.	abbr	2	wordlist-1,wordlist-3
p.s.	abbr	1	wordlist-2
pacemaker	n	1	wordlist-3
pack	v	1	wordlist-1
package	n	1	wordlist-1
packet	n	1	wordlist-1
painful	adj	1	wordlist-1
painkiller	n	2	wordlist-1,wordlist-2
paint	n	1	wordlist-1
paint	v	1	wordlist-1
painting	n	1	wordlist-3
pajamas	n	2	wordlist-2,wordlist-3
pale	adj	2	wordlist-1,wordlist-2
palliative	adj	1	wordlist-3
pamphlet	n	1	wordlist-2
pan	n	2	wordlist-1,wordlist-3
pandemic	n	1	wordlist-3
pane	n	1	wordlist-2
panic	n	1	wordlist-2
panic	v	1	wordlist-2
panties	n	1	wordlist-3
pantry	n	1	wordlist-2
pants	n	1	wordlist-3
pantyhose	n	1	wordlist-3
