word	pos	band_median	votes	by_role
message	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
message	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
messy	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
metabolism	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
metal	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
method	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
metric	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
metropolitan	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
micro-	comb	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
microwave	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
mid-	comb	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
middle	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
middle	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
midnight	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
might	modal	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
migrate	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
migration	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mild	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
milestone	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
military	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
military	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
milk	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
milk	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
million	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
min.	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
mind	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mind	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
mine	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mineral	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
minister	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
minor	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
minus	prep	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
minute	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mirror	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
mis-	prefix	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
miserable	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
mist	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mistake	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
misunderstand	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
mix	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
ml	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
mm	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
mobile	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
moderate	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
moderately	adv	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
modern	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
modest	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
modesty	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
moist	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
moisture	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
moisturizer	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
mole	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
moment	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
money	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
monitor	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
monsoon	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
month	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
monthly	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
monthly	adv	2	3	wordlist-1=4,wordlist-2=2,wordlist-3=2
monument	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mood	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
moon	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mop	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mop	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
moral	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
more	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
more	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
more	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
moreover	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
morning	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mortgage	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
most	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
most	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
most	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mostly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
motel	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mother	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mother-in-law	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
motive	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
motor	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
motorway	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
mould	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
mould	v	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
mountain	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mouse	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
mouth	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
move	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
move	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
move in	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
move on	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
move out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
movement	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
movie	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mph	abbr	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
mr	abbr	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
mrs	abbr	3	3	wordlist-1=3,wordlist-2=1,wordlist-3=3
much	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
much	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
much	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
mud	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
mug	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
multi-	comb	4	3	wordlist-1=4,wordlist-2=2,wordlist-3=4
multi-	prefix	4	3	wordlist-1=4,wordlist-2=2,wordlist-3=4
multiply	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
municipal	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
murder	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
murder	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
murmur	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
murmur	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
muscle	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
muscular	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
museum	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
music	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
musical	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
musician	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
must	modal	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
my	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
my pleasure	phr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=5
myself	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
naive	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
naked	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
name	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
name	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
nap	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
nap	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
napkin	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
narrow	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
nation	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
national	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
native	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
natural	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
naturally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
nature	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
nausea	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
navigate	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
near	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
near	adv	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
near	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
nearby	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
nearby	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
nearly	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
neat	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
necessarily	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
necessary	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
neck	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
necklace	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
need	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
need	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
negative	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
neglect	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
neglect	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
negotiate	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
negotiation	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
neighbor	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
neighbour	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
neighbourhood	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
neither	conj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
neither	det	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
neither	pron	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
nephew	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
nerve	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
nervous	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
nest	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
nest	v	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
network	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
never	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
never mind	phr	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
nevertheless	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
new	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
newborn	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
newborn	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=5
news	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
next	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
next	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
nice	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
niece	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
night	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
nine	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
no	abbr	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
no	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
no	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
no	interj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
no.	abbr	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
nobody	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
noise	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
noisy	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
non-	prefix	3	3	wordlist-1=3,wordlist-2=1,wordlist-3=4
none	pron	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
noodle	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
noon	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
nor	conj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
normal	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
normally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
nose	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
not	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
not	conj	2	3	wordlist-1=1,wordlist-2=3,wordlist-3=2
note	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
note	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
nothing	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
notice	n	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
notice	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
notification	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
notion	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
notwithstanding	prep	4	3	wordlist-1=5,wordlist-2=4,wordlist-3=4
noun	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
novel	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
novel	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
now	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
nowhere	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
numb	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
number	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
nurse	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
nut	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
nutrition	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
nutritious	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
obesity	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
obey	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
object	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
objective	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
objective	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
observe	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
obvious	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
obviously	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
occasional	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
occasionally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
occupation	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
occupy	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
occur	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
ocean	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
odd	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
of	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
of course	phr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
off	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
off	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
offer	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
offer	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
office	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
officer	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
official	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
official	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
often	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
oh	interj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
oil	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
ointment	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
ok	abbr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
okay	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
okay	interj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
old	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
on	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
on	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
once	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
once	conj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
once	n	3	3	wordlist-1=5,wordlist-2=3,wordlist-3=3
one	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
one	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
one	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
onion	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
online	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
only	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
only	conj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
onto	prep	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
oops	interj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
opaque	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
open	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
open	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
operate	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
operation	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
opinion	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
opportunity	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
opposite	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
opposite	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
opposite	prep	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
optimistic	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
or	conj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
orange	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
orchard	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
orchestra	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
order	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
order	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
ordinary	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
ore	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
organ	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
organic	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
original	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
originally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
orphan	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
other	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
other	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
other	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
otherwise	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
ouch	interj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
ought	modal	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
our	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
ours	pron	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
ourselves	pron	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
out	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
out	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
out-	prefix	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
outbreak	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
outcome	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
outdoor	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
outfit	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
outgoing	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
outlet	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
outside	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
outside	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
outside	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
outskirts	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
outstanding	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
oven	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
over	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
over	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
over-	prefix	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
overcast	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
overflow	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
overpass	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
overseas	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
overtake	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
overtime	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
ow	interj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
owe	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
owing to	prep	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
own	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
owner	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
oz	abbr	2	3	wordlist-1=4,wordlist-2=2,wordlist-3=2
p.m.	abbr	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
pack	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
pack	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
page	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
paid	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
pain	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
painful	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
painkiller	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
paint	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
paint	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
pair	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pajamas	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
pale	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pan	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
pants	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
paper	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
paragraph	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
parallel	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
paralysis	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
paralyze	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
paramount	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
paraphrase	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
parasite	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pardon	interj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pardon	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
parent	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
park	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
park	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
parking	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
parliament	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
part	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
part-time	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
particle	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
particular	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
particularly	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
partly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
partner	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
party	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pass	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pass away	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pass on	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pass out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
passenger	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
passion	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
passport	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
password	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
past	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
past	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
past	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
past	prep	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
pasta	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
paste	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pastry	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pasture	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
path	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
