word	pos	votes	roles
hurt	adj	2	wordlist-2,wordlist-3
hurt	v	3	wordlist-1,wordlist-2,wordlist-3
husband	n	3	wordlist-1,wordlist-2,wordlist-3
i	pron	3	wordlist-1,wordlist-2,wordlist-3
i.e.	abbr	3	wordlist-1,wordlist-2,wordlist-3
ice	n	3	wordlist-1,wordlist-2,wordlist-3
ice	v	1	wordlist-1
id	abbr	2	wordlist-1,wordlist-2
idea	n	3	wordlist-1,wordlist-2,wordlist-3
if	conj	3	wordlist-1,wordlist-2,wordlist-3
ill	adj	3	wordlist-1,wordlist-2,wordlist-3
illegal	adj	2	wordlist-2,wordlist-3
illness	n	3	wordlist-1,wordlist-2,wordlist-3
image	n	1	wordlist-3
imagine	v	3	wordlist-1,wordlist-2,wordlist-3
immediately	adv	3	wordlist-1,wordlist-2,wordlist-3
impatient	adj	1	wordlist-1
importance	n	2	wordlist-1,wordlist-3
important	adj	2	wordlist-1,wordlist-2
impossible	adj	2	wordlist-1,wordlist-2
improve	v	1	wordlist-1
improvement	n	1	wordlist-3
in	abbr	1	wordlist-3
in	adv	3	wordlist-1,wordlist-2,wordlist-3
in	prep	3	wordlist-1,wordlist-2,wordlist-3
in fact	phr	1	wordlist-1
in-	prefix	2	wordlist-1,wordlist-2
in-law	n	1	wordlist-3
in.	abbr	1	wordlist-1
inc	abbr	1	wordlist-3
include	v	2	wordlist-1,wordlist-2
including	prep	1	wordlist-3
income	n	1	wordlist-1
increase	n	2	wordlist-2,wordlist-3
increase	v	3	wordlist-1,wordlist-2,wordlist-3
indeed	adv	2	wordlist-2,wordlist-3
individual	adj	1	wordlist-2
individual	n	1	wordlist-2
indoor	adj	1	wordlist-1
industrial	adj	1	wordlist-2
industry	n	1	wordlist-2
infect	v	2	wordlist-2,wordlist-3
infection	n	3	wordlist-1,wordlist-2,wordlist-3
influence	n	1	wordlist-3
influence	v	1	wordlist-3
info	abbr	2	wordlist-1,wordlist-2
inform	v	1	wordlist-2
informal	adj	1	wordlist-2
information	n	3	wordlist-1,wordlist-2,wordlist-3
inject	v	1	wordlist-3
injection	n	2	wordlist-1,wordlist-3
injure	v	2	wordlist-2,wordlist-3
injury	n	3	wordlist-1,wordlist-2,wordlist-3
innocent	adj	3	wordlist-1,wordlist-2,wordlist-3
insane	adj	1	wordlist-3
insect	n	2	wordlist-2,wordlist-3
inside	adv	3	wordlist-1,wordlist-2,wordlist-3
inside	n	2	wordlist-1,wordlist-3
inside	prep	3	wordlist-1,wordlist-2,wordlist-3
install	v	1	wordlist-1
instead	adv	2	wordlist-1,wordlist-2
instrument	n	3	wordlist-1,wordlist-2,wordlist-3
intelligence	n	1	wordlist-3
intend	v	2	wordlist-1,wordlist-2
intention	n	2	wordlist-1,wordlist-2
inter-	prefix	2	wordlist-1,wordlist-2
interest	n	3	wordlist-1,wordlist-2,wordlist-3
interest	v	3	wordlist-1,wordlist-2,wordlist-3
interested	adj	1	wordlist-1
international	adj	1	wordlist-3
internet	n	1	wordlist-1
into	prep	3	wordlist-1,wordlist-2,wordlist-3
introduce	v	2	wordlist-1,wordlist-3
invest	n	1	wordlist-1
invest	v	2	wordlist-1,wordlist-2
invite	v	2	wordlist-1,wordlist-3
involve	v	2	wordlist-1,wordlist-2
iron	n	2	wordlist-2,wordlist-3
iron	v	1	wordlist-3
island	n	2	wordlist-1,wordlist-2
issue	n	1	wordlist-3
it	pron	3	wordlist-1,wordlist-2,wordlist-3
itch	v	1	wordlist-3
item	n	1	wordlist-3
its	det	2	wordlist-1,wordlist-3
itself	pron	1	wordlist-3
jacket	n	2	wordlist-1,wordlist-2
jail	n	1	wordlist-3
jealous	adj	3	wordlist-1,wordlist-2,wordlist-3
jewel	n	1	wordlist-2
jewelry	n	2	wordlist-1,wordlist-3
job	n	2	wordlist-1,wordlist-2
join	v	2	wordlist-1,wordlist-2
joint	n	1	wordlist-3
joke	n	2	wordlist-1,wordlist-3
journey	n	3	wordlist-1,wordlist-2,wordlist-3
joy	n	2	wordlist-2,wordlist-3
judge	n	3	wordlist-1,wordlist-2,wordlist-3
judge	v	3	wordlist-1,wordlist-2,wordlist-3
judgment	n	1	wordlist-2
juice	n	2	wordlist-1,wordlist-3
jump	v	3	wordlist-1,wordlist-2,wordlist-3
jungle	n	1	wordlist-2
jury	n	1	wordlist-3
just	adj	1	wordlist-3
just	adv	3	wordlist-1,wordlist-2,wordlist-3
justice	n	2	wordlist-1,wordlist-2
keep	v	3	wordlist-1,wordlist-2,wordlist-3
keep on	phrv	2	wordlist-1,wordlist-2
keep up	phrv	2	wordlist-2,wordlist-3
key	n	3	wordlist-1,wordlist-2,wordlist-3
keyboard	n	1	wordlist-1
kg	abbr	2	wordlist-1,wordlist-2
kick	v	1	wordlist-2
kidney	n	2	wordlist-1,wordlist-3
kill	v	3	wordlist-1,wordlist-2,wordlist-3
kind	adj	3	wordlist-1,wordlist-2,wordlist-3
kind	n	3	wordlist-1,wordlist-2,wordlist-3
kindness	n	3	wordlist-1,wordlist-2,wordlist-3
king	n	2	wordlist-2,wordlist-3
kiss	v	1	wordlist-1
kitchen	n	3	wordlist-1,wordlist-2,wordlist-3
km	abbr	2	wordlist-1,wordlist-2
knee	n	1	wordlist-2
knife	n	3	wordlist-1,wordlist-2,wordlist-3
knock	n	1	wordlist-2
knock	v	1	wordlist-2
knock over	phrv	1	wordlist-3
know	v	3	wordlist-1,wordlist-2,wordlist-3
knowledge	n	3	wordlist-1,wordlist-2,wordlist-3
l	abbr	1	wordlist-1
lab	abbr	1	wordlist-2
laboratory	n	1	wordlist-2
lake	n	2	wordlist-1,wordlist-2
lame	adj	1	wordlist-3
lamp	n	2	wordlist-1,wordlist-2
land	n	3	wordlist-1,wordlist-2,wordlist-3
land	v	2	wordlist-1,wordlist-2
lane	n	1	wordlist-3
language	n	2	wordlist-1,wordlist-2
large	adj	3	wordlist-1,wordlist-2,wordlist-3
largely	adv	1	wordlist-3
last	adj	3	wordlist-1,wordlist-2,wordlist-3
last	adv	3	wordlist-1,wordlist-2,wordlist-3
late	adj	3	wordlist-1,wordlist-2,wordlist-3
late	adv	3	wordlist-1,wordlist-2,wordlist-3
later	adv	2	wordlist-1,wordlist-3
laugh	n	1	wordlist-3
laugh	v	1	wordlist-3
laundry	n	1	wordlist-3
law	n	3	wordlist-1,wordlist-2,wordlist-3
lawyer	n	1	wordlist-1
lay	v	3	wordlist-1,wordlist-2,wordlist-3
layer	n	1	wordlist-2
lazy	adj	3	wordlist-1,wordlist-2,wordlist-3
lb	abbr	2	wordlist-1,wordlist-3
lead	v	3	wordlist-1,wordlist-2,wordlist-3
lead to	phrv	1	wordlist-2
leader	n	3	wordlist-1,wordlist-2,wordlist-3
leaf	n	3	wordlist-1,wordlist-2,wordlist-3
leak	v	1	wordlist-1
learn	v	3	wordlist-1,wordlist-2,wordlist-3
least	adv	2	wordlist-1,wordlist-2
least	det	3	wordlist-1,wordlist-2,wordlist-3
leather	n	3	wordlist-1,wordlist-2,wordlist-3
leave	v	3	wordlist-1,wordlist-2,wordlist-3
leave out	phrv	1	wordlist-1
left	adj	1	wordlist-2
left	adv	2	wordlist-1,wordlist-3
left	n	1	wordlist-2
leg	n	3	wordlist-1,wordlist-2,wordlist-3
legal	adj	3	wordlist-1,wordlist-2,wordlist-3
leisure	n	1	wordlist-3
lend	v	1	wordlist-2
length	n	3	wordlist-1,wordlist-2,wordlist-3
less	adv	2	wordlist-1,wordlist-2
less	det	3	wordlist-1,wordlist-2,wordlist-3
lesson	n	2	wordlist-1,wordlist-2
lest	conj	1	wordlist-2
let	v	2	wordlist-2,wordlist-3
letter	n	2	wordlist-1,wordlist-2
level	adj	2	wordlist-2,wordlist-3
level	n	3	wordlist-1,wordlist-2,wordlist-3
lever	n	1	wordlist-1
library	n	2	wordlist-1,wordlist-3
lid	n	1	wordlist-1
lie	n	1	wordlist-2
lie	v	3	wordlist-1,wordlist-2,wordlist-3
lie down	phrv	2	wordlist-2,wordlist-3
life	n	2	wordlist-1,wordlist-2
lift	n	2	wordlist-1,wordlist-2
lift	v	2	wordlist-1,wordlist-2
light	adj	3	wordlist-1,wordlist-2,wordlist-3
light	n	3	wordlist-1,wordlist-2,wordlist-3
light	v	2	wordlist-2,wordlist-3
lightning	n	1	wordlist-2
like	adj	1	wordlist-2
like	conj	1	wordlist-3
like	prep	3	wordlist-1,wordlist-2,wordlist-3
like	v	3	wordlist-1,wordlist-2,wordlist-3
likely	adj	2	wordlist-1,wordlist-2
likely	adv	1	wordlist-2
limit	n	2	wordlist-2,wordlist-3
limit	v	2	wordlist-2,wordlist-3
line	n	3	wordlist-1,wordlist-2,wordlist-3
link	n	1	wordlist-1
lion	n	1	wordlist-2
lip	n	1	wordlist-3
liquid	adj	2	wordlist-1,wordlist-3
liquid	n	3	wordlist-1,wordlist-2,wordlist-3
list	n	2	wordlist-1,wordlist-2
list	v	2	wordlist-1,wordlist-2
listen	v	3	wordlist-1,wordlist-2,wordlist-3
listen to	phrv	1	wordlist-3
listener	n	1	wordlist-1
little	adj	3	wordlist-1,wordlist-2,wordlist-3
little	det	3	wordlist-1,wordlist-2,wordlist-3
live	v	3	wordlist-1,wordlist-2,wordlist-3
liver	n	2	wordlist-1,wordlist-3
livestock	n	1	wordlist-3
living	adj	1	wordlist-1
living room	n	1	wordlist-1
load	n	2	wordlist-1,wordlist-2
load	v	1	wordlist-2
loan	n	2	wordlist-1,wordlist-2
loan	v	1	wordlist-1
local	adj	3	wordlist-1,wordlist-2,wordlist-3
lock	n	2	wordlist-1,wordlist-2
lock	v	2	wordlist-1,wordlist-2
logical	adj	1	wordlist-3
lonely	adj	3	wordlist-1,wordlist-2,wordlist-3
long	adj	3	wordlist-1,wordlist-2,wordlist-3
look	n	3	wordlist-1,wordlist-2,wordlist-3
look	v	2	wordlist-2,wordlist-3
look after	phrv	2	wordlist-1,wordlist-2
look at	phrv	2	wordlist-1,wordlist-3
look back	phrv	1	wordlist-3
look for	phrv	3	wordlist-1,wordlist-2,wordlist-3
look like	phrv	3	wordlist-1,wordlist-2,wordlist-3
look out	phrv	1	wordlist-3
look up	phrv	1	wordlist-3
loose	adj	3	wordlist-1,wordlist-2,wordlist-3
lose	v	3	wordlist-1,wordlist-2,wordlist-3
loser	n	1	wordlist-1
loss	n	3	wordlist-1,wordlist-2,wordlist-3
lot	n	1	wordlist-3
lotion	n	1	wordlist-3
loud	adj	3	wordlist-1,wordlist-2,wordlist-3
love	n	3	wordlist-1,wordlist-2,wordlist-3
love	v	3	wordlist-1,wordlist-2,wordlist-3
low	adj	3	wordlist-1,wordlist-2,wordlist-3
low	adv	1	wordlist-2
loyal	adj	1	wordlist-3
ltd	abbr	1	wordlist-3
lunch	n	3	wordlist-1,wordlist-2,wordlist-3
lung	n	3	wordlist-1,wordlist-2,wordlist-3
m	abbr	1	wordlist-1
machine	n	1	wordlist-1
macro-	comb	1	wordlist-2
magic	adj	1	wordlist-3
magic	n	1	wordlist-3
main	adj	2	wordlist-1,wordlist-2
mainly	adv	2	wordlist-2,wordlist-3
make	v	3	wordlist-1,wordlist-2,wordlist-3
make up	phrv	3	wordlist-1,wordlist-2,wordlist-3
makeup	n	2	wordlist-1,wordlist-3
male	adj	2	wordlist-1,wordlist-2
male	n	1	wordlist-2
mammal	n	2	wordlist-2,wordlist-3
man	n	3	wordlist-1,wordlist-2,wordlist-3
manage	v	2	wordlist-1,wordlist-2
manager	n	2	wordlist-1,wordlist-2
manner	n	2	wordlist-2,wordlist-3
manure	n	1	wordlist-3
many	det	3	wordlist-1,wordlist-2,wordlist-3
many	pron	1	wordlist-2
map	n	3	wordlist-1,wordlist-2,wordlist-3
mark	n	2	wordlist-1,wordlist-2
mark	v	1	wordlist-2
market	n	3	wordlist-1,wordlist-2,wordlist-3
marriage	n	3	wordlist-1,wordlist-2,wordlist-3
married	adj	2	wordlist-1,wordlist-2
marry	v	3	wordlist-1,wordlist-2,wordlist-3
mass	n	1	wordlist-3
match	n	2	wordlist-1,wordlist-2
match	v	1	wordlist-3
mate	n	1	wordlist-2
material	n	3	wordlist-1,wordlist-2,wordlist-3
matter	n	3	wordlist-1,wordlist-2,wordlist-3
matter	v	1	wordlist-1
may	modal	3	wordlist-1,wordlist-2,wordlist-3
maybe	adv	3	wordlist-1,wordlist-2,wordlist-3
mayor	n	1	wordlist-3
me	pron	2	wordlist-1,wordlist-3
meal	n	3	wordlist-1,wordlist-2,wordlist-3
mean	adj	2	wordlist-1,wordlist-3
mean	v	3	wordlist-1,wordlist-2,wordlist-3
meaning	n	3	wordlist-1,wordlist-2,wordlist-3
measure	n	3	wordlist-1,wordlist-2,wordlist-3
measure	v	3	wordlist-1,wordlist-2,wordlist-3
measurement	n	1	wordlist-3
meat	n	3	wordlist-1,wordlist-2,wordlist-3
mechanical	adj	1	wordlist-1
medical	adj	1	wordlist-2
medicine	n	3	wordlist-1,wordlist-2,wordlist-3
meet	v	2	wordlist-1,wordlist-3
melt	v	2	wordlist-1,wordlist-2
member	n	2	wordlist-1,wordlist-2
memory	n	3	wordlist-1,wordlist-2,wordlist-3
mend	v	1	wordlist-2
mental	adj	3	wordlist-1,wordlist-2,wordlist-3
mention	n	1	wordlist-2
mention	v	2	wordlist-1,wordlist-2
menu	n	1	wordlist-1
merely	adv	1	wordlist-3
message	n	2	wordlist-1,wordlist-2
messy	adj	1	wordlist-3
metal	n	3	wordlist-1,wordlist-2,wordlist-3
method	n	3	wordlist-1,wordlist-2,wordlist-3
micro-	comb	2	wordlist-1,wordlist-2
mid-	comb	1	wordlist-2
middle	adj	1	wordlist-2
middle	n	3	wordlist-1,wordlist-2,wordlist-3
midnight	n	2	wordlist-2,wordlist-3
might	modal	2	wordlist-2,wordlist-3
military	adj	2	wordlist-2,wordlist-3
military	n	1	wordlist-2
milk	n	3	wordlist-1,wordlist-2,wordlist-3
milk	v	1	wordlist-2
million	num	3	wordlist-1,wordlist-2,wordlist-3
min.	abbr	2	wordlist-1,wordlist-2
mind	n	3	wordlist-1,wordlist-2,wordlist-3
mind	v	1	wordlist-2
mine	pron	1	wordlist-1
minister	n	3	wordlist-1,wordlist-2,wordlist-3
minus	prep	1	wordlist-3
minute	n	3	wordlist-1,wordlist-2,wordlist-3
mirror	n	2	wordlist-1,wordlist-2
mis-	prefix	2	wordlist-1,wordlist-2
mistake	n	2	wordlist-1,wordlist-2
mix	v	3	wordlist-1,wordlist-2,wordlist-3
ml	abbr	1	wordlist-1
mm	abbr	2	wordlist-1,wordlist-2
modern	adj	2	wordlist-1,wordlist-3
modest	adj	1	wordlist-2
mole	n	1	wordlist-3
moment	n	2	wordlist-2,wordlist-3
money	n	3	wordlist-1,wordlist-2,wordlist-3
month	n	3	wordlist-1,wordlist-2,wordlist-3
monthly	adj	2	wordlist-2,wordlist-3
monthly	adv	1	wordlist-2
mood	n	3	wordlist-1,wordlist-2,wordlist-3
moon	n	2	wordlist-1,wordlist-2
more	adv	2	wordlist-1,wordlist-2
more	det	3	wordlist-1,wordlist-2,wordlist-3
more	pron	1	wordlist-2
morning	n	3	wordlist-1,wordlist-2,wordlist-3
most	adv	2	wordlist-1,wordlist-2
most	det	3	wordlist-1,wordlist-2,wordlist-3
most	pron	1	wordlist-2
mostly	adv	2	wordlist-2,wordlist-3
mother	n	3	wordlist-1,wordlist-2,wordlist-3
mother-in-law	n	1	wordlist-3
motor	n	2	wordlist-1,wordlist-3
mountain	n	2	wordlist-1,wordlist-2
mouse	n	1	wordlist-1
mouth	n	3	wordlist-1,wordlist-2,wordlist-3
move	n	2	wordlist-1,wordlist-2
move	v	3	wordlist-1,wordlist-2,wordlist-3
move in	phrv	1	wordlist-1
move on	phrv	2	wordlist-2,wordlist-3
move out	phrv	1	wordlist-1
movement	n	1	wordlist-2
movie	n	1	wordlist-3
mph	abbr	2	wordlist-1,wordlist-3
mr	abbr	1	wordlist-3
mrs	abbr	1	wordlist-3
much	adv	2	wordlist-1,wordlist-2
much	det	3	wordlist-1,wordlist-2,wordlist-3
much	pron	1	wordlist-2
mud	n	3	wordlist-1,wordlist-2,wordlist-3
multi-	comb	1	wordlist-2
multiply	v	1	wordlist-1
murder	n	1	wordlist-3
murder	v	1	wordlist-3
muscle	n	3	wordlist-1,wordlist-2,wordlist-3
museum	n	1	wordlist-3
music	n	3	wordlist-1,wordlist-2,wordlist-3
musical	adj	2	wordlist-1,wordlist-2
musician	n	2	wordlist-1,wordlist-2
must	modal	3	wordlist-1,wordlist-2,wordlist-3
my	det	2	wordlist-1,wordlist-3
myself	pron	1	wordlist-3
naked	adj	2	wordlist-1,wordlist-2
name	n	2	wordlist-1,wordlist-2
name	v	3	wordlist-1,wordlist-2,wordlist-3
narrow	adj	3	wordlist-1,wordlist-2,wordlist-3
nation	n	3	wordlist-1,wordlist-2,wordlist-3
national	adj	1	wordlist-3
natural	adj	2	wordlist-1,wordlist-2
naturally	adv	2	wordlist-2,wordlist-3
nature	n	3	wordlist-1,wordlist-2,wordlist-3
near	adj	2	wordlist-1,wordlist-2
near	adv	3	wordlist-1,wordlist-2,wordlist-3
near	prep	3	wordlist-1,wordlist-2,wordlist-3
nearby	adj	1	wordlist-1
nearly	adv	2	wordlist-2,wordlist-3
neat	adj	2	wordlist-2,wordlist-3
necessarily	adv	1	wordlist-2
necessary	adj	2	wordlist-1,wordlist-2
neck	n	3	wordlist-1,wordlist-2,wordlist-3
necklace	n	1	wordlist-1
need	n	2	wordlist-1,wordlist-3
need	v	3	wordlist-1,wordlist-2,wordlist-3
negative	adj	1	wordlist-1
neighbor	n	2	wordlist-1,wordlist-3
neighbour	n	1	wordlist-2
neighbourhood	n	1	wordlist-1
neither	conj	1	wordlist-3
neither	det	2	wordlist-1,wordlist-2
neither	pron	2	wordlist-1,wordlist-2
nephew	n	2	wordlist-2,wordlist-3
nerve	n	2	wordlist-2,wordlist-3
nervous	adj	3	wordlist-1,wordlist-2,wordlist-3
nest	n	1	wordlist-2
nest	v	1	wordlist-2
network	n	1	wordlist-1
never	adv	3	wordlist-1,wordlist-2,wordlist-3
new	adj	3	wordlist-1,wordlist-2,wordlist-3
news	n	2	wordlist-1,wordlist-2
next	adj	3	wordlist-1,wordlist-2,wordlist-3
next	adv	2	wordlist-1,wordlist-2
nice	adj	2	wordlist-1,wordlist-2
niece	n	2	wordlist-2,wordlist-3
night	n	3	wordlist-1,wordlist-2,wordlist-3
nine	num	3	wordlist-1,wordlist-2,wordlist-3
no	abbr	1	wordlist-3
no	adv	2	wordlist-1,wordlist-3
no	det	3	wordlist-1,wordlist-2,wordlist-3
no	interj	2	wordlist-2,wordlist-3
no.	abbr	2	wordlist-1,wordlist-2
nobody	pron	1	wordlist-2
noise	n	2	wordlist-2,wordlist-3
noisy	adj	2	wordlist-1,wordlist-2
non-	prefix	2	wordlist-1,wordlist-2
none	pron	2	wordlist-1,wordlist-2
noon	n	2	wordlist-2,wordlist-3
nor	conj	3	wordlist-1,wordlist-2,wordlist-3
normal	adj	2	wordlist-1,wordlist-2
normally	adv	3	wordlist-1,wordlist-2,wordlist-3
nose	n	3	wordlist-1,wordlist-2,wordlist-3
not	adv	3	wordlist-1,wordlist-2,wordlist-3
not	conj	1	wordlist-3
note	n	3	wordlist-1,wordlist-2,wordlist-3
note	v	1	wordlist-2
nothing	pron	1	wordlist-2
notice	n	1	wordlist-2
notice	v	3	wordlist-1,wordlist-2,wordlist-3
noun	n	1	wordlist-1
now	adv	3	wordlist-1,wordlist-2,wordlist-3
nowhere	adv	2	wordlist-1,wordlist-2
number	n	3	wordlist-1,wordlist-2,wordlist-3
nurse	n	3	wordlist-1,wordlist-2,wordlist-3
nut	n	1	wordlist-3
obey	v	1	wordlist-3
object	n	2	wordlist-1,wordlist-3
observe	v	2	wordlist-1,wordlist-2
obvious	adj	1	wordlist-2
obviously	adv	2	wordlist-2,wordlist-3
occasional	adj	1	wordlist-3
occur	v	1	wordlist-2
ocean	n	2	wordlist-1,wordlist-2
odd	adj	1	wordlist-2
of	prep	3	wordlist-1,wordlist-2,wordlist-3
of course	phr	2	wordlist-1,wordlist-2
off	adv	3	wordlist-1,wordlist-2,wordlist-3
off	prep	3	wordlist-1,wordlist-2,wordlist-3
offer	n	1	wordlist-1
offer	v	1	wordlist-1
office	n	3	wordlist-1,wordlist-2,wordlist-3
officer	n	1	wordlist-2
official	adj	2	wordlist-2,wordlist-3
official	n	3	wordlist-1,wordlist-2,wordlist-3
often	adv	3	wordlist-1,wordlist-2,wordlist-3
oh	interj	3	wordlist-1,wordlist-2,wordlist-3
oil	n	3	wordlist-1,wordlist-2,wordlist-3
ok	abbr	1	wordlist-2
okay	adv	2	wordlist-2,wordlist-3
okay	interj	3	wordlist-1,wordlist-2,wordlist-3
old	adj	3	wordlist-1,wordlist-2,wordlist-3
on	adv	3	wordlist-1,wordlist-2,wordlist-3
on	prep	3	wordlist-1,wordlist-2,wordlist-3
once	adv	3	wordlist-1,wordlist-2,wordlist-3
once	conj	3	wordlist-1,wordlist-2,wordlist-3
once	n	1	wordlist-1
one	det	1	wordlist-1
one	num	3	wordlist-1,wordlist-2,wordlist-3
one	pron	2	wordlist-1,wordlist-2
online	adj	1	wordlist-1
only	adv	3	wordlist-1,wordlist-2,wordlist-3
only	conj	1	wordlist-3
onto	prep	3	wordlist-1,wordlist-2,wordlist-3
oops	interj	2	wordlist-1,wordlist-3
open	adj	3	wordlist-1,wordlist-2,wordlist-3
open	v	3	wordlist-1,wordlist-2,wordlist-3
operate	v	3	wordlist-1,wordlist-2,wordlist-3
operation	n	2	wordlist-1,wordlist-2
opinion	n	3	wordlist-1,wordlist-2,wordlist-3
opportunity	n	1	wordlist-3
opposite	adj	2	wordlist-1,wordlist-2
opposite	n	1	wordlist-2
or	conj	3	wordlist-1,wordlist-2,wordlist-3
orange	adj	1	wordlist-2
orchard	n	1	wordlist-3
order	n	3	wordlist-1,wordlist-2,wordlist-3
order	v	2	wordlist-1,wordlist-2
organ	n	1	wordlist-3
orphan	n	2	wordlist-2,wordlist-3
other	adj	2	wordlist-1,wordlist-2
other	det	3	wordlist-1,wordlist-2,wordlist-3
other	pron	2	wordlist-1,wordlist-2
otherwise	adv	2	wordlist-1,wordlist-2
ouch	interj	2	wordlist-2,wordlist-3
ought	modal	1	wordlist-2
our	det	2	wordlist-1,wordlist-3
ours	pron	1	wordlist-1
ourselves	pron	1	wordlist-3
out	adv	3	wordlist-1,wordlist-2,wordlist-3
out	prep	3	wordlist-1,wordlist-2,wordlist-3
out-	prefix	2	wordlist-1,wordlist-2
outdoor	adj	1	wordlist-1
outside	adv	3	wordlist-1,wordlist-2,wordlist-3
outside	n	2	wordlist-1,wordlist-3
outside	prep	3	wordlist-1,wordlist-2,wordlist-3
oven	n	3	wordlist-1,wordlist-2,wordlist-3
over	adv	3	wordlist-1,wordlist-2,wordlist-3
over	prep	3	wordlist-1,wordlist-2,wordlist-3
over-	prefix	2	wordlist-1,wordlist-2
ow	interj	1	wordlist-1
owe	v	2	wordlist-1,wordlist-2
own	v	2	wordlist-1,wordlist-3
owner	n	1	wordlist-1
oz	abbr	2	wordlist-1,wordlist-3
p.m.	abbr	2	wordlist-1,wordlist-3
pack	n	2	wordlist-1,wordlist-2
pack	v	3	wordlist-1,wordlist-2,wordlist-3
page	n	2	wordlist-1,wordlist-2
paid	adj	1	wordlist-1
pain	n	3	wordlist-1,wordlist-2,wordlist-3
painful	adj	1	wordlist-2
painkiller	n	1	wordlist-3
paint	n	2	wordlist-2,wordlist-3
paint	v	3	wordlist-1,wordlist-2,wordlist-3
pair	n	1	wordlist-1
pale	adj	2	wordlist-2,wordlist-3
pan	n	3	wordlist-1,wordlist-2,wordlist-3
pants	n	3	wordlist-1,wordlist-2,wordlist-3
paper	n	3	wordlist-1,wordlist-2,wordlist-3
paragraph	n	1	wordlist-1
paralyze	v	1	wordlist-3
pardon	interj	2	wordlist-2,wordlist-3
pardon	n	1	wordlist-2
parent	n	3	wordlist-1,wordlist-2,wordlist-3
park	n	2	wordlist-1,wordlist-3
park	v	3	wordlist-1,wordlist-2,wordlist-3
parking	n	1	wordlist-1
parliament	n	2	wordlist-1,wordlist-3
part	n	3	wordlist-1,wordlist-2,wordlist-3
part-time	adj	1	wordlist-1
particular	adj	2	wordlist-1,wordlist-2
particularly	adv	2	wordlist-2,wordlist-3
partly	adv	2	wordlist-1,wordlist-2
partner	n	3	wordlist-1,wordlist-2,wordlist-3
party	n	3	wordlist-1,wordlist-2,wordlist-3
pass	v	3	wordlist-1,wordlist-2,wordlist-3
pass away	phrv	1	wordlist-2
pass on	phrv	1	wordlist-2
passenger	n	3	wordlist-1,wordlist-2,wordlist-3
passion	n	1	wordlist-2
password	n	1	wordlist-1
past	adj	2	wordlist-2,wordlist-3
past	adv	1	wordlist-2
past	n	3	wordlist-1,wordlist-2,wordlist-3
past	prep	2	wordlist-1,wordlist-2
pasture	n	2	wordlist-2,wordlist-3
path	n	3	wordlist-1,wordlist-2,wordlist-3
patience	n	3	wordlist-1,wordlist-2,wordlist-3
patient	adj	3	wordlist-1,wordlist-2,wordlist-3
patient	n	3	wordlist-1,wordlist-2,wordlist-3
pattern	n	1	wordlist-3
pause	n	1	wordlist-3
pay	n	2	wordlist-1,wordlist-2
pay	v	2	wordlist-1,wordlist-2
payment	n	1	wordlist-1
pc	abbr	1	wordlist-2
peace	n	3	wordlist-1,wordlist-2,wordlist-3
peel	v	2	wordlist-1,wordlist-3
peer	n	1	wordlist-2
people	n	3	wordlist-1,wordlist-2,wordlist-3
per	prep	2	wordlist-1,wordlist-3
perfect	adj	1	wordlist-2
perfectly	adv	1	wordlist-2
perform	v	3	wordlist-1,wordlist-2,wordlist-3
performance	n	2	wordlist-2,wordlist-3
perfume	n	2	wordlist-1,wordlist-3
perhaps	adv	3	wordlist-1,wordlist-2,wordlist-3
period	n	2	wordlist-2,wordlist-3
permanent	adj	1	wordlist-3
person	n	3	wordlist-1,wordlist-2,wordlist-3
personal	adj	2	wordlist-1,wordlist-3
personality	n	1	wordlist-3
personally	adv	1	wordlist-3
pest	n	1	wordlist-3
pet	n	1	wordlist-3
pharmacy	n	1	wordlist-3
phone	abbr	1	wordlist-2
photo	abbr	1	wordlist-2
photo	n	1	wordlist-2
photograph	n	1	wordlist-2
photograph	v	1	wordlist-2
physical	adj	2	wordlist-1,wordlist-2
piano	n	1	wordlist-3
pick	v	3	wordlist-1,wordlist-2,wordlist-3
pick up	phrv	3	wordlist-1,wordlist-2,wordlist-3
picture	n	3	wordlist-1,wordlist-2,wordlist-3
pie	n	1	wordlist-3
piece	n	3	wordlist-1,wordlist-2,wordlist-3
pig	n	2	wordlist-2,wordlist-3
pill	n	3	wordlist-1,wordlist-2,wordlist-3
pilot	n	1	wordlist-3
pink	adj	1	wordlist-2
pipe	n	1	wordlist-2
pity	n	1	wordlist-2
pity	v	1	wordlist-2
place	n	2	wordlist-1,wordlist-2
place	v	2	wordlist-1,wordlist-2
plain	adj	2	wordlist-2,wordlist-3
plainly	adv	1	wordlist-2
plan	n	3	wordlist-1,wordlist-2,wordlist-3
plan	v	3	wordlist-1,wordlist-2,wordlist-3
plane	n	3	wordlist-1,wordlist-2,wordlist-3
plant	n	3	wordlist-1,wordlist-2,wordlist-3
plant	v	1	wordlist-2
plastic	n	3	wordlist-1,wordlist-2,wordlist-3
plate	n	3	wordlist-1,wordlist-2,wordlist-3
platform	n	1	wordlist-1
play	n	3	wordlist-1,wordlist-2,wordlist-3
play	v	3	wordlist-1,wordlist-2,wordlist-3
player	n	2	wordlist-1,wordlist-2
plaza	n	1	wordlist-3
pleasant	adj	1	wordlist-2
please	adv	3	wordlist-1,wordlist-2,wordlist-3
please	interj	2	wordlist-2,wordlist-3
please	v	1	wordlist-2
